step,time_s,contact_force_N,crank_rpm
404,0.810000,33.465162,-0.7670
405,0.812000,33.353557,-0.7543
406,0.814000,33.220700,-0.7255
407,0.816000,33.069197,-0.6818
408,0.818000,32.902023,-0.6256
409,0.820000,32.722718,-0.5600
410,0.822000,32.535239,-0.4878
411,0.824000,32.343700,-0.4116
412,0.826000,32.152133,-0.3336
413,0.828000,31.964304,-0.2558
414,0.830000,31.783596,-0.1797
415,0.832000,31.612947,-0.1068
416,0.834000,31.454819,-0.0383
417,0.836000,31.311186,0.0248
418,0.838000,31.183536,0.0818
419,0.840000,31.072891,0.1321
420,0.842000,30.979823,0.1754
421,0.844000,30.904487,0.2114
422,0.846000,30.846657,0.2401
423,0.848000,30.805765,0.2618
424,0.850000,30.780946,0.2767
425,0.852000,30.771083,0.2851
426,0.854000,30.774862,0.2876
427,0.856000,30.790812,0.2847
428,0.858000,30.817361,0.2771
429,0.860000,30.852876,0.2654
430,0.862000,30.895707,0.2503
431,0.864000,30.944227,0.2324
432,0.866000,30.996865,0.2125
433,0.868000,31.052136,0.1910
434,0.870000,31.108663,0.1687
435,0.872000,31.165198,0.1461
436,0.874000,31.220631,0.1236
437,0.876000,31.274005,0.1017
438,0.878000,31.324513,0.0807
439,0.880000,31.371501,0.0609
440,0.882000,31.414465,0.0426
441,0.884000,31.453040,0.0260
442,0.886000,31.486994,0.0112
443,0.888000,31.516216,-0.0018
444,0.890000,31.540706,-0.0128
445,0.892000,31.560555,-0.0220
446,0.894000,31.575941,-0.0293
447,0.896000,31.587108,-0.0349
448,0.898000,31.594355,-0.0388
449,0.900000,31.598026,-0.0412
450,0.902000,31.598495,-0.0422
451,0.904000,31.596155,-0.0419
452,0.906000,31.591411,-0.0406
453,0.908000,31.584667,-0.0383
454,0.910000,31.576318,-0.0353
455,0.912000,31.566749,-0.0317
456,0.914000,31.556320,-0.0277
457,0.916000,31.545368,-0.0233
458,0.918000,31.534201,-0.0188
459,0.920000,31.523096,-0.0142
460,0.922000,31.512294,-0.0097
461,0.924000,31.502003,-0.0053
462,0.926000,31.492396,-0.0012
463,0.928000,31.483611,0.0026
464,0.930000,31.475753,0.0061
465,0.932000,31.468896,0.0092
466,0.934000,31.463084,0.0119
467,0.936000,31.458333,0.0142
468,0.938000,31.454636,0.0160
469,0.940000,31.451963,0.0174
470,0.942000,31.450268,0.0184
471,0.944000,31.449488,0.0191
472,0.946000,31.449547,0.0193
473,0.948000,31.450362,0.0192
474,0.950000,31.451842,0.0188
475,0.952000,31.453892,0.0182
476,0.954000,31.456416,0.0173
477,0.956000,31.459319,0.0163
478,0.958000,31.462507,0.0151
479,0.960000,31.465893,0.0138
480,0.962000,31.469394,0.0125
481,0.964000,31.472932,0.0111
482,0.966000,31.476440,0.0097
483,0.968000,31.479857,0.0083
484,0.970000,31.483130,0.0070
485,0.972000,31.486216,0.0057
486,0.974000,31.489080,0.0045
487,0.976000,31.491695,0.0034
488,0.978000,31.494041,0.0024
489,0.980000,31.496108,0.0015
490,0.982000,31.497890,0.0007
491,0.984000,31.499389,0.0000
492,0.986000,31.500610,-0.0005
493,0.988000,31.501567,-0.0010
494,0.990000,31.502273,-0.0013
495,0.992000,31.502747,-0.0016
496,0.994000,31.503011,-0.0017
497,0.996000,31.503086,-0.0018
498,0.998000,31.502996,-0.0018
499,1.000000,31.502766,-0.0017
500,1.002000,31.502420,-0.0016
501,1.004000,31.501981,-0.0014
502,1.006000,31.501472,-0.0012
503,1.008000,31.500914,-0.0010
504,1.010000,31.500327,-0.0008
505,1.012000,31.499729,-0.0005
506,1.014000,31.499136,-0.0003
507,1.016000,31.498562,-0.0001
508,1.018000,31.498019,0.0002
509,1.020000,31.497517,0.0004
510,1.022000,31.497063,0.0006
511,1.024000,31.496663,0.0008
512,1.026000,31.496322,0.0009
513,1.028000,31.496040,0.0011
514,1.030000,31.495820,0.0012
515,1.032000,31.495660,0.0013
516,1.034000,31.495558,0.0013
517,1.036000,31.495512,0.0014
518,1.038000,31.495516,0.0014
519,1.040000,31.495567,0.0014
520,1.042000,31.495660,0.0014
521,1.044000,31.495789,0.0013
522,1.046000,31.495949,0.0013
523,1.048000,31.496133,0.0012
524,1.050000,31.496338,0.0011
525,1.052000,31.496556,0.0011
526,1.054000,31.496783,0.0010
527,1.056000,31.497015,0.0009
528,1.058000,31.497246,0.0008
529,1.060000,31.497474,0.0007
530,1.062000,31.497694,0.0006
531,1.064000,31.497904,0.0005
532,1.066000,31.498102,0.0005
