step,time_s,contact_force_N
416,0.834000,0.000000
417,0.836000,0.000000
418,0.838000,0.000000
419,0.840000,0.000000
420,0.842000,0.000000
421,0.844000,0.000000
422,0.846000,0.000000
423,0.848000,0.000000
424,0.850000,0.000000
425,0.852000,0.000000
426,0.854000,0.000000
427,0.856000,0.000000
428,0.858000,0.000000
429,0.860000,0.000000
430,0.862000,0.000000
431,0.864000,0.000000
432,0.866000,0.000000
433,0.868000,6.889450
434,0.870000,11.585766
435,0.872000,27.808007
436,0.874000,41.128788
437,0.876000,69.487139
438,0.878000,114.975019
439,0.880000,164.780639
440,0.882000,243.358196
441,0.884000,352.058101
442,0.886000,497.868510
443,0.888000,684.896312
444,0.890000,908.419094
445,0.892000,1150.153821
446,0.894000,1380.147601
447,0.896000,1559.702022
448,0.898000,1575.628963
449,0.900000,582.493791
450,0.902000,0.000000
451,0.904000,29.704429
452,0.906000,0.991693
453,0.908000,0.000000
454,0.910000,0.000000
455,0.912000,0.000000
456,0.914000,0.000000
457,0.916000,0.000000
458,0.918000,0.000000
459,0.920000,0.000000
460,0.922000,0.000000
461,0.924000,0.000000
462,0.926000,0.000000
463,0.928000,0.000000
464,0.930000,0.000000
465,0.932000,0.000000
466,0.934000,0.000000
467,0.936000,0.000000
468,0.938000,0.000000
469,0.940000,0.000000
470,0.942000,0.000000
471,0.944000,0.000000
472,0.946000,0.000000
473,0.948000,0.000000
474,0.950000,0.000000
475,0.952000,0.000000
476,0.954000,0.000000
477,0.956000,0.000000
478,0.958000,0.000000
479,0.960000,0.000000
480,0.962000,0.000000
481,0.964000,0.000000
482,0.966000,0.000000
483,0.968000,0.000000
484,0.970000,0.000000
485,0.972000,0.000000
486,0.974000,0.000000
487,0.976000,0.000000
488,0.978000,0.000000
489,0.980000,0.000000
490,0.982000,0.000000
491,0.984000,0.000000
492,0.986000,0.000000
493,0.988000,0.000000
494,0.990000,0.000000
495,0.992000,0.000000
496,0.994000,0.000000
497,0.996000,0.000000
498,0.998000,0.000000
499,1.000000,0.000000
500,1.002000,0.000000
501,1.004000,0.000000
502,1.006000,0.000000
503,1.008000,0.000000
504,1.010000,0.000000
505,1.012000,0.000000
506,1.014000,0.000000
507,1.016000,0.000000
508,1.018000,0.000000
509,1.020000,0.000000
510,1.022000,0.000000
511,1.024000,0.000000
512,1.026000,0.000000
513,1.028000,0.000000
514,1.030000,0.000000
515,1.032000,0.000000
516,1.034000,0.000000
517,1.036000,0.000000
518,1.038000,0.000000
519,1.040000,0.000000
520,1.042000,0.000000
521,1.044000,0.000000
522,1.046000,0.000000
523,1.048000,0.000000
524,1.050000,0.000000
525,1.052000,0.000000
526,1.054000,0.000000
527,1.056000,0.000000
528,1.058000,0.000000
529,1.060000,0.000000
530,1.062000,0.000000
531,1.064000,0.000000
532,1.066000,0.000000
533,1.068000,0.000000
534,1.070000,0.000000
535,1.072000,0.000000
536,1.074000,0.000000
537,1.076000,0.000000
538,1.078000,0.000000
539,1.080000,0.000000
540,1.082000,0.000000
541,1.084000,0.000000
542,1.086000,0.000000
543,1.088000,0.000000
544,1.090000,0.000000
545,1.092000,0.000000
546,1.094000,0.000000
547,1.096000,0.000000
548,1.098000,0.000000
549,1.100000,0.000000
550,1.102000,0.000000
551,1.104000,0.000000
552,1.106000,0.000000
553,1.108000,0.000000
554,1.110000,0.000000
555,1.112000,0.000000
556,1.114000,0.000000
557,1.116000,0.000000
558,1.118000,0.000000
559,1.120000,0.000000
560,1.122000,0.000000
561,1.124000,0.000000
562,1.126000,0.000000
563,1.128000,0.000000
564,1.130000,0.000000
565,1.132000,0.000000
566,1.134000,0.000000
567,1.136000,0.000000
568,1.138000,6.936286
569,1.140000,11.877374
570,1.142000,30.916112
571,1.144000,47.151037
572,1.146000,85.940143
573,1.148000,127.226333
574,1.150000,193.377992
575,1.152000,287.213684
576,1.154000,417.480226
577,1.156000,592.611645
578,1.158000,815.160689
579,1.160000,1073.901234
580,1.162000,1339.063573
581,1.164000,1562.363383
582,1.166000,1618.356290
583,1.168000,650.436275
584,1.170000,0.000000
585,1.172000,30.899102
586,1.174000,3.657234
587,1.176000,0.000000
588,1.178000,0.000000
589,1.180000,0.000000
590,1.182000,0.000000
591,1.184000,0.000000
592,1.186000,0.000000
593,1.188000,0.000000
594,1.190000,0.000000
595,1.192000,0.000000
596,1.194000,0.000000
597,1.196000,0.000000
598,1.198000,0.000000
599,1.200000,0.000000
600,1.202000,0.000000
601,1.204000,0.000000
602,1.206000,0.000000
603,1.208000,0.000000
604,1.210000,0.000000
605,1.212000,0.000000
606,1.214000,0.000000
607,1.216000,0.000000
608,1.218000,0.000000
609,1.220000,0.000000
610,1.222000,0.000000
611,1.224000,0.000000
612,1.226000,0.000000
613,1.228000,0.000000
614,1.230000,0.000000
615,1.232000,0.000000
616,1.234000,0.000000
617,1.236000,0.000000
618,1.238000,0.000000
619,1.240000,0.000000
620,1.242000,0.000000
621,1.244000,0.000000
622,1.246000,0.000000
623,1.248000,0.000000
624,1.250000,0.000000
625,1.252000,0.000000
626,1.254000,0.000000
627,1.256000,0.000000
628,1.258000,0.000000
629,1.260000,0.000000
630,1.262000,0.000000
631,1.264000,0.000000
632,1.266000,0.000000
633,1.268000,0.000000
634,1.270000,0.000000
635,1.272000,0.000000
636,1.274000,0.000000
637,1.276000,0.000000
638,1.278000,0.000000
639,1.280000,0.000000
640,1.282000,0.000000
641,1.284000,0.000000
642,1.286000,0.000000
643,1.288000,0.000000
644,1.290000,0.000000
645,1.292000,0.000000
646,1.294000,0.000000
647,1.296000,0.000000
648,1.298000,0.000000
649,1.300000,0.000000
650,1.302000,0.000000
651,1.304000,0.000000
652,1.306000,0.000000
653,1.308000,0.000000
654,1.310000,0.000000
655,1.312000,0.000000
656,1.314000,0.000000
657,1.316000,0.000000
658,1.318000,0.000000
659,1.320000,0.000000
660,1.322000,0.000000
661,1.324000,0.000000
662,1.326000,0.000000
663,1.328000,0.000000
664,1.330000,0.000000
665,1.332000,0.000000
666,1.334000,0.000000
667,1.336000,0.000000
668,1.338000,0.000000
669,1.340000,0.000000
670,1.342000,0.000000
671,1.344000,0.000000
672,1.346000,0.000000
673,1.348000,0.000000
674,1.350000,0.000000
675,1.352000,0.000000
676,1.354000,0.000000
677,1.356000,0.000000
678,1.358000,0.000000
679,1.360000,0.000000
680,1.362000,0.000000
681,1.364000,0.000000
682,1.366000,0.000000
683,1.368000,0.000000
684,1.370000,0.000000
685,1.372000,0.000000
686,1.374000,0.000000
687,1.376000,0.000000
688,1.378000,0.000000
689,1.380000,0.000000
690,1.382000,0.000000
691,1.384000,0.000000
692,1.386000,0.000000
693,1.388000,0.000000
694,1.390000,0.000000
695,1.392000,0.000000
696,1.394000,0.000000
697,1.396000,0.000000
698,1.398000,0.000000
699,1.400000,0.000000
700,1.402000,0.000000
701,1.404000,0.000000
702,1.406000,6.935582
703,1.408000,11.873725
704,1.410000,30.904205
705,1.412000,47.129655
706,1.414000,85.875920
707,1.416000,127.118126
708,1.418000,193.173605
709,1.420000,286.841259
710,1.422000,416.827407
711,1.424000,591.521425
712,1.426000,813.460159
713,1.428000,1071.489119
714,1.430000,1336.059614
715,1.432000,1559.497125
716,1.434000,1620.115028
717,1.436000,687.722461
718,1.438000,0.000000
719,1.440000,29.462440
720,1.442000,3.787371
721,1.444000,0.000000
722,1.446000,0.000000
723,1.448000,0.000000
724,1.450000,0.000000
725,1.452000,0.000000
726,1.454000,0.000000
727,1.456000,0.000000
728,1.458000,0.000000
729,1.460000,0.000000
730,1.462000,0.000000
731,1.464000,0.000000
732,1.466000,0.000000
733,1.468000,0.000000
734,1.470000,0.000000
735,1.472000,0.000000
736,1.474000,0.000000
737,1.476000,0.000000
738,1.478000,0.000000
739,1.480000,0.000000
740,1.482000,0.000000
741,1.484000,0.000000
742,1.486000,0.000000
743,1.488000,0.000000
744,1.490000,0.000000
745,1.492000,0.000000
746,1.494000,0.000000
747,1.496000,0.000000
748,1.498000,0.000000
749,1.500000,0.000000
750,1.502000,0.000000
751,1.504000,0.000000
752,1.506000,0.000000
753,1.508000,0.000000
754,1.510000,0.000000
755,1.512000,0.000000
756,1.514000,0.000000
757,1.516000,0.000000
758,1.518000,0.000000
759,1.520000,0.000000
760,1.522000,0.000000
761,1.524000,0.000000
762,1.526000,0.000000
763,1.528000,0.000000
764,1.530000,0.000000
765,1.532000,0.000000
766,1.534000,0.000000
767,1.536000,0.000000
768,1.538000,0.000000
769,1.540000,0.000000
770,1.542000,0.000000
771,1.544000,0.000000
772,1.546000,0.000000
773,1.548000,0.000000
774,1.550000,0.000000
775,1.552000,0.000000
776,1.554000,0.000000
777,1.556000,0.000000
778,1.558000,0.000000
779,1.560000,0.000000
780,1.562000,0.000000
781,1.564000,0.000000
782,1.566000,0.000000
783,1.568000,0.000000
784,1.570000,0.000000
785,1.572000,0.000000
786,1.574000,0.000000
787,1.576000,0.000000
788,1.578000,0.000000
789,1.580000,0.000000
790,1.582000,0.000000
791,1.584000,0.000000
792,1.586000,0.000000
793,1.588000,0.000000
794,1.590000,0.000000
795,1.592000,0.000000
796,1.594000,0.000000
797,1.596000,0.000000
798,1.598000,0.000000
799,1.600000,0.000000
800,1.602000,0.000000
801,1.604000,0.000000
802,1.606000,0.000000
803,1.608000,0.000000
804,1.610000,0.000000
805,1.612000,0.000000
806,1.614000,0.000000
807,1.616000,0.000000
808,1.618000,0.000000
809,1.620000,0.000000
810,1.622000,0.000000
811,1.624000,0.000000
812,1.626000,0.000000
813,1.628000,0.000000
814,1.630000,0.000000
815,1.632000,0.000000
816,1.634000,0.000000
817,1.636000,0.000000
818,1.638000,0.000000
819,1.640000,0.000000
820,1.642000,0.000000
821,1.644000,0.000000
822,1.646000,0.000000
823,1.648000,0.000000
824,1.650000,0.000000
825,1.652000,0.000000
826,1.654000,0.000000
827,1.656000,0.000000
828,1.658000,0.000000
829,1.660000,0.000000
830,1.662000,0.000000
831,1.664000,0.000000
832,1.666000,0.000000
833,1.668000,0.000000
834,1.670000,0.000000
835,1.672000,0.000000
836,1.674000,6.932892
837,1.676000,11.859684
838,1.678000,30.858204
839,1.680000,47.047029
840,1.682000,85.627973
841,1.684000,126.700402
842,1.686000,192.385081
843,1.688000,285.405435
844,1.690000,414.312515
845,1.692000,587.324506
846,1.694000,806.916406
847,1.696000,1062.203727
848,1.698000,1324.466788
849,1.700000,1548.257501
850,1.702000,1625.231536
851,1.704000,824.466970
852,1.706000,0.000000
853,1.708000,21.968493
854,1.710000,3.724583
855,1.712000,0.000000
856,1.714000,0.000000
857,1.716000,0.000000
858,1.718000,0.000000
859,1.720000,0.000000
860,1.722000,0.000000
861,1.724000,0.000000
862,1.726000,0.000000
863,1.728000,0.000000
864,1.730000,0.000000
865,1.732000,0.000000
866,1.734000,0.000000
867,1.736000,0.000000
868,1.738000,0.000000
869,1.740000,0.000000
870,1.742000,0.000000
871,1.744000,0.000000
872,1.746000,0.000000
873,1.748000,0.000000
874,1.750000,0.000000
875,1.752000,0.000000
876,1.754000,0.000000
877,1.756000,0.000000
878,1.758000,0.000000
879,1.760000,0.000000
880,1.762000,0.000000
881,1.764000,0.000000
882,1.766000,0.000000
883,1.768000,0.000000
884,1.770000,0.000000
885,1.772000,0.000000
886,1.774000,0.000000
887,1.776000,0.000000
888,1.778000,0.000000
889,1.780000,0.000000
890,1.782000,0.000000
891,1.784000,0.000000
892,1.786000,0.000000
893,1.788000,0.000000
894,1.790000,0.000000
895,1.792000,0.000000
896,1.794000,0.000000
897,1.796000,0.000000
898,1.798000,0.000000
899,1.800000,0.000000
900,1.802000,0.000000
901,1.804000,0.000000
902,1.806000,0.000000
903,1.808000,0.000000
904,1.810000,0.000000
905,1.812000,0.000000
906,1.814000,0.000000
907,1.816000,0.000000
908,1.818000,0.000000
909,1.820000,0.000000
910,1.822000,0.000000
911,1.824000,0.000000
912,1.826000,0.000000
913,1.828000,0.000000
914,1.830000,0.000000
915,1.832000,0.000000
916,1.834000,0.000000
917,1.836000,0.000000
918,1.838000,0.000000
919,1.840000,0.000000
920,1.842000,0.000000
921,1.844000,0.000000
922,1.846000,0.000000
923,1.848000,0.000000
924,1.850000,0.000000
925,1.852000,0.000000
926,1.854000,0.000000
927,1.856000,0.000000
928,1.858000,0.000000
929,1.860000,0.000000
930,1.862000,0.000000
931,1.864000,0.000000
932,1.866000,0.000000
933,1.868000,0.000000
934,1.870000,0.000000
935,1.872000,0.000000
936,1.874000,0.000000
937,1.876000,0.000000
938,1.878000,0.000000
939,1.880000,0.000000
940,1.882000,0.000000
941,1.884000,0.000000
942,1.886000,0.000000
943,1.888000,0.000000
944,1.890000,0.000000
945,1.892000,0.000000
946,1.894000,0.000000
947,1.896000,0.000000
948,1.898000,0.000000
949,1.900000,0.000000
950,1.902000,0.000000
951,1.904000,0.000000
952,1.906000,0.000000
953,1.908000,0.000000
954,1.910000,0.000000
955,1.912000,0.000000
956,1.914000,0.000000
957,1.916000,0.000000
958,1.918000,0.000000
959,1.920000,0.000000
960,1.922000,0.000000
961,1.924000,0.000000
962,1.926000,0.000000
963,1.928000,0.000000
964,1.930000,0.000000
965,1.932000,0.000000
966,1.934000,0.000000
967,1.936000,0.000000
968,1.938000,0.000000
969,1.940000,0.000000
970,1.942000,6.922804
971,1.944000,11.805313
972,1.946000,30.677087
973,1.948000,46.721339
974,1.950000,84.654324
975,1.952000,125.060436
976,1.954000,189.296882
977,1.956000,279.797223
978,1.958000,404.519367
979,1.960000,571.027368
980,1.962000,781.548113
981,1.964000,1026.165041
982,1.966000,1279.082842
983,1.968000,1501.954303
984,1.970000,1624.434658
985,1.972000,1233.989129
986,1.974000,0.000000
987,1.976000,0.000000
988,1.978000,9.717286
989,1.980000,0.000000
990,1.982000,0.000000
991,1.984000,0.000000
992,1.986000,0.000000
993,1.988000,0.000000
994,1.990000,0.000000
995,1.992000,0.000000
996,1.994000,0.000000
997,1.996000,0.000000
998,1.998000,0.000000
999,2.000000,0.000000
1000,2.002000,0.000000
1001,2.004000,0.000000
1002,2.006000,0.000000
1003,2.008000,0.000000
1004,2.010000,0.000000
1005,2.012000,0.000000
1006,2.014000,0.000000
1007,2.016000,0.000000
1008,2.018000,0.000000
1009,2.020000,0.000000
1010,2.022000,0.000000
1011,2.024000,0.000000
1012,2.026000,0.000000
1013,2.028000,0.000000
1014,2.030000,0.000000
1015,2.032000,0.000000
1016,2.034000,0.000000
1017,2.036000,0.000000
1018,2.038000,0.000000
1019,2.040000,0.000000
1020,2.042000,0.000000
1021,2.044000,0.000000
1022,2.046000,0.000000
1023,2.048000,0.000000
1024,2.050000,0.000000
1025,2.052000,0.000000
1026,2.054000,0.000000
1027,2.056000,0.000000
1028,2.058000,0.000000
1029,2.060000,0.000000
1030,2.062000,0.000000
1031,2.064000,0.000000
1032,2.066000,0.000000
1033,2.068000,0.000000
1034,2.070000,0.000000
1035,2.072000,0.000000
1036,2.074000,0.000000
1037,2.076000,0.000000
1038,2.078000,0.000000
1039,2.080000,0.000000
1040,2.082000,0.000000
1041,2.084000,0.000000
1042,2.086000,0.000000
1043,2.088000,0.000000
1044,2.090000,0.000000
1045,2.092000,0.000000
1046,2.094000,0.000000
1047,2.096000,0.000000
1048,2.098000,0.000000
1049,2.100000,0.000000
1050,2.102000,0.000000
1051,2.104000,0.000000
1052,2.106000,0.000000
1053,2.108000,0.000000
1054,2.110000,0.000000
1055,2.112000,0.000000
1056,2.114000,0.000000
1057,2.116000,0.000000
1058,2.118000,0.000000
1059,2.120000,0.000000
1060,2.122000,0.000000
1061,2.124000,0.000000
1062,2.126000,0.000000
1063,2.128000,0.000000
1064,2.130000,0.000000
1065,2.132000,0.000000
1066,2.134000,0.000000
1067,2.136000,0.000000
1068,2.138000,0.000000
1069,2.140000,0.000000
1070,2.142000,0.000000
1071,2.144000,0.000000
1072,2.146000,0.000000
1073,2.148000,0.000000
1074,2.150000,0.000000
1075,2.152000,0.000000
1076,2.154000,0.000000
1077,2.156000,0.000000
1078,2.158000,0.000000
1079,2.160000,0.000000
1080,2.162000,0.000000
1081,2.164000,0.000000
1082,2.166000,0.000000
1083,2.168000,0.000000
1084,2.170000,0.000000
1085,2.172000,0.000000
1086,2.174000,0.000000
1087,2.176000,0.000000
1088,2.178000,0.000000
1089,2.180000,0.000000
1090,2.182000,0.000000
1091,2.184000,0.000000
1092,2.186000,0.000000
1093,2.188000,0.000000
1094,2.190000,0.000000
1095,2.192000,0.000000
1096,2.194000,0.000000
1097,2.196000,0.000000
1098,2.198000,0.000000
1099,2.200000,0.000000
1100,2.202000,0.000000
1101,2.204000,0.000000
1102,2.206000,0.000000
1103,2.208000,0.000000
1104,2.210000,6.893771
1105,2.212000,11.621156
1106,2.214000,27.980830
1107,2.216000,41.439852
1108,2.218000,70.103255
1109,2.220000,116.297089
1110,2.222000,167.052444
1111,2.224000,247.420257
1112,2.226000,359.073615
1113,2.228000,509.487715
1114,2.230000,703.082734
1115,2.232000,934.762542
1116,2.234000,1184.691432
1117,2.236000,1419.864780
1118,2.238000,1592.338578
1119,2.240000,1519.977340
1120,2.242000,24.887478
1121,2.244000,0.000000
1122,2.246000,30.924262
1123,2.248000,0.000000
1124,2.250000,0.000000
1125,2.252000,0.000000
1126,2.254000,0.000000
1127,2.256000,0.000000
1128,2.258000,0.000000
1129,2.260000,0.000000
1130,2.262000,0.000000
1131,2.264000,0.000000
1132,2.266000,0.000000
1133,2.268000,0.000000
1134,2.270000,0.000000
1135,2.272000,0.000000
1136,2.274000,0.000000
1137,2.276000,0.000000
1138,2.278000,0.000000
1139,2.280000,0.000000
1140,2.282000,0.000000
1141,2.284000,0.000000
1142,2.286000,0.000000
1143,2.288000,0.000000
1144,2.290000,0.000000
1145,2.292000,0.000000
1146,2.294000,0.000000
1147,2.296000,0.000000
