NO.,Time,Value,Pressure
1509,오후 8:26:22,0 N,0.0000MPa
1508,오후 8:26:22,0 N,0.0000MPa
1507,오후 8:26:21,0 N,0.0000MPa
1506,오후 8:26:21,0 N,0.0000MPa
1505,오후 8:26:21,0 N,0.0000MPa
1504,오후 8:26:21,0 N,0.0000MPa
1503,오후 8:26:21,0 N,0.0000MPa
1502,오후 8:26:21,0 N,0.0000MPa
1501,오후 8:26:20,0 N,0.0000MPa
1500,오후 8:26:20,0 N,0.0000MPa
1499,오후 8:26:20,0 N,0.0000MPa
1498,오후 8:26:20,0 N,0.0000MPa
1497,오후 8:26:20,0 N,0.0000MPa
1496,오후 8:26:19,0 N,0.0000MPa
1495,오후 8:26:19,0 N,0.0000MPa
1494,오후 8:26:19,0 N,0.0000MPa
1493,오후 8:26:19,0 N,0.0000MPa
1492,오후 8:26:19,0 N,0.0000MPa
1491,오후 8:26:18,0 N,0.0000MPa
1490,오후 8:26:18,0 N,0.0000MPa
1489,오후 8:26:18,0 N,0.0000MPa
1488,오후 8:26:18,0 N,0.0000MPa
1487,오후 8:26:18,0 N,0.0000MPa
1486,오후 8:26:17,0 N,0.0000MPa
1485,오후 8:26:17,0 N,0.0000MPa
1484,오후 8:26:17,0 N,0.0000MPa
1483,오후 8:26:17,0 N,0.0000MPa
1482,오후 8:26:17,0 N,0.0000MPa
1481,오후 8:26:17,0 N,0.0000MPa
1480,오후 8:26:16,0 N,0.0000MPa
1479,오후 8:26:16,0 N,0.0000MPa
1478,오후 8:26:16,0 N,0.0000MPa
1477,오후 8:26:16,0 N,0.0000MPa
1476,오후 8:26:16,0 N,0.0000MPa
1475,오후 8:26:15,0 N,0.0000MPa
1474,오후 8:26:15,0 N,0.0000MPa
1473,오후 8:26:15,0 N,0.0000MPa
1472,오후 8:26:15,0 N,0.0000MPa
1471,오후 8:26:15,0 N,0.0000MPa
1470,오후 8:26:14,0 N,0.0000MPa
1469,오후 8:26:14,0 N,0.0000MPa
1468,오후 8:26:14,0 N,0.0000MPa
1467,오후 8:26:14,0 N,0.0000MPa
1466,오후 8:26:14,0 N,0.0000MPa
1465,오후 8:26:14,0 N,0.0000MPa
1464,오후 8:26:13,0 N,0.0000MPa
1463,오후 8:26:13,0 N,0.0000MPa
1462,오후 8:26:13,0 N,0.0000MPa
1461,오후 8:26:13,0 N,0.0000MPa
1460,오후 8:26:13,0 N,0.0000MPa
1459,오후 8:26:12,0 N,0.0000MPa
1458,오후 8:26:12,0 N,0.0000MPa
1457,오후 8:26:12,0 N,0.0000MPa
1456,오후 8:26:12,0 N,0.0000MPa
1455,오후 8:26:12,0 N,0.0000MPa
1454,오후 8:26:11,0 N,0.0000MPa
1453,오후 8:26:11,0 N,0.0000MPa
1452,오후 8:26:11,0 N,0.0000MPa
1451,오후 8:26:11,0 N,0.0000MPa
1450,오후 8:26:11,0 N,0.0000MPa
1449,오후 8:26:10,0 N,0.0000MPa
1448,오후 8:26:10,0 N,0.0000MPa
1447,오후 8:26:10,0 N,0.0000MPa
1446,오후 8:26:10,0 N,0.0000MPa
1445,오후 8:26:10,0 N,0.0000MPa
1444,오후 8:26:10,0 N,0.0000MPa
1443,오후 8:26:09,0 N,0.0000MPa
1442,오후 8:26:09,0 N,0.0000MPa
1441,오후 8:26:09,0 N,0.0000MPa
1440,오후 8:26:09,0 N,0.0000MPa
1439,오후 8:26:09,0 N,0.0000MPa
1438,오후 8:26:08,0 N,0.0000MPa
1437,오후 8:26:08,0 N,0.0000MPa
1436,오후 8:26:08,0 N,0.0000MPa
1435,오후 8:26:08,0 N,0.0000MPa
1434,오후 8:26:08,0 N,0.0000MPa
1433,오후 8:26:08,0 N,0.0000MPa
1432,오후 8:26:07,0 N,0.0000MPa
1431,오후 8:26:07,0 N,0.0000MPa
1430,오후 8:26:07,0 N,0.0000MPa
1429,오후 8:26:07,0 N,0.0000MPa
1428,오후 8:26:07,0 N,0.0000MPa
1427,오후 8:26:06,0 N,0.0000MPa
1426,오후 8:26:06,0 N,0.0000MPa
1425,오후 8:26:06,0 N,0.0000MPa
1424,오후 8:26:06,0 N,0.0000MPa
1423,오후 8:26:06,0 N,0.0000MPa
1422,오후 8:26:05,0 N,0.0000MPa
1421,오후 8:26:05,0 N,0.0000MPa
1420,오후 8:26:05,0 N,0.0000MPa
1419,오후 8:26:05,0 N,0.0000MPa
1418,오후 8:26:05,0 N,0.0000MPa
1417,오후 8:26:04,0 N,0.0000MPa
1416,오후 8:26:04,0 N,0.0000MPa
1415,오후 8:26:04,0 N,0.0000MPa
1414,오후 8:26:04,0 N,0.0000MPa
1413,오후 8:26:04,0 N,0.0000MPa
1412,오후 8:26:04,0 N,0.0000MPa
1411,오후 8:26:03,0 N,0.0000MPa
1410,오후 8:26:03,0 N,0.0000MPa
1409,오후 8:26:03,0 N,0.0000MPa
1408,오후 8:26:03,0 N,0.0000MPa
1407,오후 8:26:03,0 N,0.0000MPa
1406,오후 8:26:02,0 N,0.0000MPa
1405,오후 8:26:02,0 N,0.0000MPa
1404,오후 8:26:02,0 N,0.0000MPa
1403,오후 8:26:02,0 N,0.0000MPa
1402,오후 8:26:02,0 N,0.0000MPa
1401,오후 8:26:02,0 N,0.0000MPa
1400,오후 8:26:01,0 N,0.0000MPa
1399,오후 8:26:01,0 N,0.0000MPa
1398,오후 8:26:01,0 N,0.0000MPa
1397,오후 8:26:01,0 N,0.0000MPa
1396,오후 8:26:01,0 N,0.0000MPa
1395,오후 8:26:00,0 N,0.0000MPa
1394,오후 8:26:00,0 N,0.0000MPa
1393,오후 8:26:00,0 N,0.0000MPa
1392,오후 8:26:00,0 N,0.0000MPa
1391,오후 8:26:00,0 N,0.0000MPa
1390,오후 8:25:59,0 N,0.0000MPa
1389,오후 8:25:59,0 N,0.0000MPa
1388,오후 8:25:59,0 N,0.0000MPa
1387,오후 8:25:59,0 N,0.0000MPa
1386,오후 8:25:59,0 N,0.0000MPa
1385,오후 8:25:58,0 N,0.0000MPa
1384,오후 8:25:58,0 N,0.0000MPa
1383,오후 8:25:58,0 N,0.0000MPa
1382,오후 8:25:58,0 N,0.0000MPa
1381,오후 8:25:58,0 N,0.0000MPa
1380,오후 8:25:58,0 N,0.0000MPa
1379,오후 8:25:57,0 N,0.0000MPa
1378,오후 8:25:57,0 N,0.0000MPa
1377,오후 8:25:57,0 N,0.0000MPa
1376,오후 8:25:57,0 N,0.0000MPa
1375,오후 8:25:57,0 N,0.0000MPa
1374,오후 8:25:56,0 N,0.0000MPa
1373,오후 8:25:56,0 N,0.0000MPa
1372,오후 8:25:56,0 N,0.0000MPa
1371,오후 8:25:56,0 N,0.0000MPa
1370,오후 8:25:56,0 N,0.0000MPa
1369,오후 8:25:56,0 N,0.0000MPa
1368,오후 8:25:55,0 N,0.0000MPa
1367,오후 8:25:55,0 N,0.0000MPa
1366,오후 8:25:55,0 N,0.0000MPa
1365,오후 8:25:55,0 N,0.0000MPa
1364,오후 8:25:55,0 N,0.0000MPa
1363,오후 8:25:54,7 N,7.0000MPa
1362,오후 8:25:54,65 N,65.0000MPa
1361,오후 8:25:54,168 N,168.0000MPa
1360,오후 8:25:54,258 N,258.0000MPa
1359,오후 8:25:54,270 N,270.0000MPa
1358,오후 8:25:53,270 N,270.0000MPa
1357,오후 8:25:53,271 N,271.0000MPa
1356,오후 8:25:53,271 N,271.0000MPa
1355,오후 8:25:53,272 N,272.0000MPa
1354,오후 8:25:53,274 N,274.0000MPa
1353,오후 8:25:52,273 N,273.0000MPa
1352,오후 8:25:52,245 N,245.0000MPa
1351,오후 8:25:52,202 N,202.0000MPa
1350,오후 8:25:52,147 N,147.0000MPa
1349,오후 8:25:52,97 N,97.0000MPa
1348,오후 8:25:52,49 N,49.0000MPa
1347,오후 8:25:51,18 N,18.0000MPa
1346,오후 8:25:51,6 N,6.0000MPa
1345,오후 8:25:51,0 N,0.0000MPa
1344,오후 8:25:51,0 N,0.0000MPa
1343,오후 8:25:51,0 N,0.0000MPa
1342,오후 8:25:50,0 N,0.0000MPa
1341,오후 8:25:50,0 N,0.0000MPa
1340,오후 8:25:50,0 N,0.0000MPa
1339,오후 8:25:50,0 N,0.0000MPa
1338,오후 8:25:50,0 N,0.0000MPa
1337,오후 8:25:49,0 N,0.0000MPa
1336,오후 8:25:49,0 N,0.0000MPa
1335,오후 8:25:49,0 N,0.0000MPa
1334,오후 8:25:49,0 N,0.0000MPa
1333,오후 8:25:49,0 N,0.0000MPa
1332,오후 8:25:49,0 N,0.0000MPa
1331,오후 8:25:48,0 N,0.0000MPa
1330,오후 8:25:48,0 N,0.0000MPa
1329,오후 8:25:48,0 N,0.0000MPa
1328,오후 8:25:48,0 N,0.0000MPa
1327,오후 8:25:48,0 N,0.0000MPa
1326,오후 8:25:47,0 N,0.0000MPa
1325,오후 8:25:47,0 N,0.0000MPa
1324,오후 8:25:47,0 N,0.0000MPa
1323,오후 8:25:47,0 N,0.0000MPa
1322,오후 8:25:47,0 N,0.0000MPa
1321,오후 8:25:46,0 N,0.0000MPa
1320,오후 8:25:46,0 N,0.0000MPa
1319,오후 8:25:46,0 N,0.0000MPa
1318,오후 8:25:46,0 N,0.0000MPa
1317,오후 8:25:46,0 N,0.0000MPa
1316,오후 8:25:45,0 N,0.0000MPa
1315,오후 8:25:45,0 N,0.0000MPa
1314,오후 8:25:45,0 N,0.0000MPa
1313,오후 8:25:45,0 N,0.0000MPa
1312,오후 8:25:45,0 N,0.0000MPa
1311,오후 8:25:45,0 N,0.0000MPa
1310,오후 8:25:44,0 N,0.0000MPa
1309,오후 8:25:44,0 N,0.0000MPa
1308,오후 8:25:44,0 N,0.0000MPa
1307,오후 8:25:44,0 N,0.0000MPa
1306,오후 8:25:44,0 N,0.0000MPa
1305,오후 8:25:43,0 N,0.0000MPa
1304,오후 8:25:43,0 N,0.0000MPa
1303,오후 8:25:43,0 N,0.0000MPa
1302,오후 8:25:43,0 N,0.0000MPa
1301,오후 8:25:43,0 N,0.0000MPa
1300,오후 8:25:43,0 N,0.0000MPa
1299,오후 8:25:42,0 N,0.0000MPa
1298,오후 8:25:42,0 N,0.0000MPa
1297,오후 8:25:42,0 N,0.0000MPa
1296,오후 8:25:42,0 N,0.0000MPa
1295,오후 8:25:42,0 N,0.0000MPa
1294,오후 8:25:41,0 N,0.0000MPa
1293,오후 8:25:41,0 N,0.0000MPa
1292,오후 8:25:41,0 N,0.0000MPa
1291,오후 8:25:41,0 N,0.0000MPa
1290,오후 8:25:41,0 N,0.0000MPa
1289,오후 8:25:40,0 N,0.0000MPa
1288,오후 8:25:40,0 N,0.0000MPa
1287,오후 8:25:40,0 N,0.0000MPa
1286,오후 8:25:40,0 N,0.0000MPa
1285,오후 8:25:40,0 N,0.0000MPa
1284,오후 8:25:39,0 N,0.0000MPa
1283,오후 8:25:39,0 N,0.0000MPa
1282,오후 8:25:39,0 N,0.0000MPa
1281,오후 8:25:39,0 N,0.0000MPa
1280,오후 8:25:39,0 N,0.0000MPa
1279,오후 8:25:39,0 N,0.0000MPa
1278,오후 8:25:38,0 N,0.0000MPa
1277,오후 8:25:38,0 N,0.0000MPa
1276,오후 8:25:38,0 N,0.0000MPa
1275,오후 8:25:38,0 N,0.0000MPa
1274,오후 8:25:38,0 N,0.0000MPa
1273,오후 8:25:37,0 N,0.0000MPa
1272,오후 8:25:37,0 N,0.0000MPa
1271,오후 8:25:37,0 N,0.0000MPa
1270,오후 8:25:37,0 N,0.0000MPa
1269,오후 8:25:37,0 N,0.0000MPa
1268,오후 8:25:37,0 N,0.0000MPa
1267,오후 8:25:36,0 N,0.0000MPa
1266,오후 8:25:36,0 N,0.0000MPa
1265,오후 8:25:36,0 N,0.0000MPa
1264,오후 8:25:36,0 N,0.0000MPa
1263,오후 8:25:36,0 N,0.0000MPa
1262,오후 8:25:35,0 N,0.0000MPa
1261,오후 8:25:35,0 N,0.0000MPa
1260,오후 8:25:35,0 N,0.0000MPa
1259,오후 8:25:35,0 N,0.0000MPa
1258,오후 8:25:35,0 N,0.0000MPa
1257,오후 8:25:34,0 N,0.0000MPa
1256,오후 8:25:34,0 N,0.0000MPa
1255,오후 8:25:34,0 N,0.0000MPa
1254,오후 8:25:34,0 N,0.0000MPa
1253,오후 8:25:34,0 N,0.0000MPa
1252,오후 8:25:33,0 N,0.0000MPa
1251,오후 8:25:33,0 N,0.0000MPa
1250,오후 8:25:33,0 N,0.0000MPa
1249,오후 8:25:33,0 N,0.0000MPa
1248,오후 8:25:33,0 N,0.0000MPa
1247,오후 8:25:33,0 N,0.0000MPa
1246,오후 8:25:32,0 N,0.0000MPa
1245,오후 8:25:32,0 N,0.0000MPa
1244,오후 8:25:32,0 N,0.0000MPa
1243,오후 8:25:32,0 N,0.0000MPa
1242,오후 8:25:32,0 N,0.0000MPa
1241,오후 8:25:31,0 N,0.0000MPa
1240,오후 8:25:31,0 N,0.0000MPa
1239,오후 8:25:31,0 N,0.0000MPa
1238,오후 8:25:31,0 N,0.0000MPa
1237,오후 8:25:31,0 N,0.0000MPa
1236,오후 8:25:31,0 N,0.0000MPa
1235,오후 8:25:30,0 N,0.0000MPa
1234,오후 8:25:30,0 N,0.0000MPa
1233,오후 8:25:30,0 N,0.0000MPa
1232,오후 8:25:30,0 N,0.0000MPa
1231,오후 8:25:30,0 N,0.0000MPa
1230,오후 8:25:29,0 N,0.0000MPa
1229,오후 8:25:29,0 N,0.0000MPa
1228,오후 8:25:29,0 N,0.0000MPa
1227,오후 8:25:29,0 N,0.0000MPa
1226,오후 8:25:29,0 N,0.0000MPa
1225,오후 8:25:28,0 N,0.0000MPa
1224,오후 8:25:28,0 N,0.0000MPa
1223,오후 8:25:28,0 N,0.0000MPa
1222,오후 8:25:28,0 N,0.0000MPa
1221,오후 8:25:28,0 N,0.0000MPa
1220,오후 8:25:27,0 N,0.0000MPa
1219,오후 8:25:27,0 N,0.0000MPa
1218,오후 8:25:27,0 N,0.0000MPa
1217,오후 8:25:27,0 N,0.0000MPa
1216,오후 8:25:27,0 N,0.0000MPa
1215,오후 8:25:27,0 N,0.0000MPa
1214,오후 8:25:26,0 N,0.0000MPa
1213,오후 8:25:26,0 N,0.0000MPa
1212,오후 8:25:26,0 N,0.0000MPa
1211,오후 8:25:26,0 N,0.0000MPa
1210,오후 8:25:26,0 N,0.0000MPa
1209,오후 8:25:25,0 N,0.0000MPa
1208,오후 8:25:25,0 N,0.0000MPa
1207,오후 8:25:25,0 N,0.0000MPa
1206,오후 8:25:25,0 N,0.0000MPa
1205,오후 8:25:25,15 N,15.0000MPa
1204,오후 8:25:24,91 N,91.0000MPa
1203,오후 8:25:24,159 N,159.0000MPa
1202,오후 8:25:24,159 N,159.0000MPa
1201,오후 8:25:24,161 N,161.0000MPa
1200,오후 8:25:24,163 N,163.0000MPa
1199,오후 8:25:24,164 N,164.0000MPa
1198,오후 8:25:23,164 N,164.0000MPa
1197,오후 8:25:23,160 N,160.0000MPa
1196,오후 8:25:23,122 N,122.0000MPa
1195,오후 8:25:23,57 N,57.0000MPa
1194,오후 8:25:23,7 N,7.0000MPa
1193,오후 8:25:22,2 N,2.0000MPa
1192,오후 8:25:22,21 N,21.0000MPa
1191,오후 8:25:22,104 N,104.0000MPa
1190,오후 8:25:22,154 N,154.0000MPa
1189,오후 8:25:22,154 N,154.0000MPa
1188,오후 8:25:21,155 N,155.0000MPa
1187,오후 8:25:21,155 N,155.0000MPa
1186,오후 8:25:21,156 N,156.0000MPa
1185,오후 8:25:21,157 N,157.0000MPa
1184,오후 8:25:21,152 N,152.0000MPa
1183,오후 8:25:20,119 N,119.0000MPa
1182,오후 8:25:20,77 N,77.0000MPa
1181,오후 8:25:20,43 N,43.0000MPa
1180,오후 8:25:20,8 N,8.0000MPa
1179,오후 8:25:20,0 N,0.0000MPa
1178,오후 8:25:20,0 N,0.0000MPa
1177,오후 8:25:19,0 N,0.0000MPa
1176,오후 8:25:19,0 N,0.0000MPa
1175,오후 8:25:19,0 N,0.0000MPa
1174,오후 8:25:19,0 N,0.0000MPa
1173,오후 8:25:19,0 N,0.0000MPa
1172,오후 8:25:18,0 N,0.0000MPa
1171,오후 8:25:18,0 N,0.0000MPa
1170,오후 8:25:18,0 N,0.0000MPa
1169,오후 8:25:18,0 N,0.0000MPa
1168,오후 8:25:18,0 N,0.0000MPa
1167,오후 8:25:18,0 N,0.0000MPa
1166,오후 8:25:17,0 N,0.0000MPa
1165,오후 8:25:17,0 N,0.0000MPa
1164,오후 8:25:17,0 N,0.0000MPa
1163,오후 8:25:17,0 N,0.0000MPa
1162,오후 8:25:17,0 N,0.0000MPa
1161,오후 8:25:16,0 N,0.0000MPa
1160,오후 8:25:16,0 N,0.0000MPa
1159,오후 8:25:16,0 N,0.0000MPa
1158,오후 8:25:16,0 N,0.0000MPa
1157,오후 8:25:16,0 N,0.0000MPa
1156,오후 8:25:15,0 N,0.0000MPa
1155,오후 8:25:15,0 N,0.0000MPa
1154,오후 8:25:15,0 N,0.0000MPa
1153,오후 8:25:15,0 N,0.0000MPa
1152,오후 8:25:15,0 N,0.0000MPa
1151,오후 8:25:14,0 N,0.0000MPa
1150,오후 8:25:14,0 N,0.0000MPa
1149,오후 8:25:14,0 N,0.0000MPa
1148,오후 8:25:14,0 N,0.0000MPa
1147,오후 8:25:14,0 N,0.0000MPa
1146,오후 8:25:14,0 N,0.0000MPa
1145,오후 8:25:13,0 N,0.0000MPa
1144,오후 8:25:13,0 N,0.0000MPa
1143,오후 8:25:13,0 N,0.0000MPa
1142,오후 8:25:13,0 N,0.0000MPa
1141,오후 8:25:13,0 N,0.0000MPa
1140,오후 8:25:12,0 N,0.0000MPa
1139,오후 8:25:12,0 N,0.0000MPa
1138,오후 8:25:12,0 N,0.0000MPa
1137,오후 8:25:12,0 N,0.0000MPa
1136,오후 8:25:12,0 N,0.0000MPa
1135,오후 8:25:12,0 N,0.0000MPa
1134,오후 8:25:11,0 N,0.0000MPa
1133,오후 8:25:11,0 N,0.0000MPa
1132,오후 8:25:11,0 N,0.0000MPa
1131,오후 8:25:11,0 N,0.0000MPa
1130,오후 8:25:11,0 N,0.0000MPa
1129,오후 8:25:10,0 N,0.0000MPa
1128,오후 8:25:10,0 N,0.0000MPa
1127,오후 8:25:10,0 N,0.0000MPa
1126,오후 8:25:10,0 N,0.0000MPa
1125,오후 8:25:10,0 N,0.0000MPa
1124,오후 8:25:09,0 N,0.0000MPa
1123,오후 8:25:09,0 N,0.0000MPa
1122,오후 8:25:09,0 N,0.0000MPa
1121,오후 8:25:09,0 N,0.0000MPa
1120,오후 8:25:09,0 N,0.0000MPa
1119,오후 8:25:08,0 N,0.0000MPa
1118,오후 8:25:08,0 N,0.0000MPa
1117,오후 8:25:08,0 N,0.0000MPa
1116,오후 8:25:08,0 N,0.0000MPa
1115,오후 8:25:08,0 N,0.0000MPa
1114,오후 8:25:08,0 N,0.0000MPa
1113,오후 8:25:07,0 N,0.0000MPa
1112,오후 8:25:07,0 N,0.0000MPa
1111,오후 8:25:07,0 N,0.0000MPa
1110,오후 8:25:07,0 N,0.0000MPa
1109,오후 8:25:07,0 N,0.0000MPa
1108,오후 8:25:06,0 N,0.0000MPa
1107,오후 8:25:06,0 N,0.0000MPa
1106,오후 8:25:06,0 N,0.0000MPa
1105,오후 8:25:06,0 N,0.0000MPa
1104,오후 8:25:06,0 N,0.0000MPa
1103,오후 8:25:06,0 N,0.0000MPa
1102,오후 8:25:05,0 N,0.0000MPa
1101,오후 8:25:05,0 N,0.0000MPa
1100,오후 8:25:05,0 N,0.0000MPa
1099,오후 8:25:05,0 N,0.0000MPa
1098,오후 8:25:05,0 N,0.0000MPa
1097,오후 8:25:04,0 N,0.0000MPa
1096,오후 8:25:04,0 N,0.0000MPa
1095,오후 8:25:04,0 N,0.0000MPa
1094,오후 8:25:04,0 N,0.0000MPa
1093,오후 8:25:04,0 N,0.0000MPa
1092,오후 8:25:03,0 N,0.0000MPa
1091,오후 8:25:03,0 N,0.0000MPa
1090,오후 8:25:03,0 N,0.0000MPa
1089,오후 8:25:03,0 N,0.0000MPa
1088,오후 8:25:03,0 N,0.0000MPa
1087,오후 8:25:02,0 N,0.0000MPa
1086,오후 8:25:02,0 N,0.0000MPa
1085,오후 8:25:02,0 N,0.0000MPa
1084,오후 8:25:02,0 N,0.0000MPa
1083,오후 8:25:02,0 N,0.0000MPa
1082,오후 8:25:02,0 N,0.0000MPa
1081,오후 8:25:01,0 N,0.0000MPa
1080,오후 8:25:01,0 N,0.0000MPa
1079,오후 8:25:01,0 N,0.0000MPa
1078,오후 8:25:01,0 N,0.0000MPa
1077,오후 8:25:01,0 N,0.0000MPa
1076,오후 8:25:00,0 N,0.0000MPa
1075,오후 8:25:00,0 N,0.0000MPa
1074,오후 8:25:00,0 N,0.0000MPa
1073,오후 8:25:00,0 N,0.0000MPa
1072,오후 8:25:00,0 N,0.0000MPa
1071,오후 8:24:59,0 N,0.0000MPa
1070,오후 8:24:59,0 N,0.0000MPa
1069,오후 8:24:59,0 N,0.0000MPa
1068,오후 8:24:59,0 N,0.0000MPa
1067,오후 8:24:59,0 N,0.0000MPa
1066,오후 8:24:59,0 N,0.0000MPa
1065,오후 8:24:58,0 N,0.0000MPa
1064,오후 8:24:58,0 N,0.0000MPa
1063,오후 8:24:58,0 N,0.0000MPa
1062,오후 8:24:58,0 N,0.0000MPa
1061,오후 8:24:58,0 N,0.0000MPa
1060,오후 8:24:57,0 N,0.0000MPa
1059,오후 8:24:57,0 N,0.0000MPa
1058,오후 8:24:57,0 N,0.0000MPa
1057,오후 8:24:57,0 N,0.0000MPa
1056,오후 8:24:57,0 N,0.0000MPa
1055,오후 8:24:56,0 N,0.0000MPa
1054,오후 8:24:56,0 N,0.0000MPa
1053,오후 8:24:56,0 N,0.0000MPa
1052,오후 8:24:56,0 N,0.0000MPa
1051,오후 8:24:56,0 N,0.0000MPa
1050,오후 8:24:56,0 N,0.0000MPa
1049,오후 8:24:55,0 N,0.0000MPa
1048,오후 8:24:55,0 N,0.0000MPa
1047,오후 8:24:55,0 N,0.0000MPa
1046,오후 8:24:55,0 N,0.0000MPa
1045,오후 8:24:55,0 N,0.0000MPa
1044,오후 8:24:54,0 N,0.0000MPa
1043,오후 8:24:54,0 N,0.0000MPa
1042,오후 8:24:54,0 N,0.0000MPa
1041,오후 8:24:54,0 N,0.0000MPa
1040,오후 8:24:54,0 N,0.0000MPa
1039,오후 8:24:53,0 N,0.0000MPa
1038,오후 8:24:53,0 N,0.0000MPa
1037,오후 8:24:53,0 N,0.0000MPa
1036,오후 8:24:53,0 N,0.0000MPa
1035,오후 8:24:53,0 N,0.0000MPa
1034,오후 8:24:53,0 N,0.0000MPa
1033,오후 8:24:52,16 N,16.0000MPa
1032,오후 8:24:52,89 N,89.0000MPa
1031,오후 8:24:52,194 N,194.0000MPa
1030,오후 8:24:52,205 N,205.0000MPa
1029,오후 8:24:52,205 N,205.0000MPa
1028,오후 8:24:51,205 N,205.0000MPa
1027,오후 8:24:51,206 N,206.0000MPa
1026,오후 8:24:51,206 N,206.0000MPa
1025,오후 8:24:51,207 N,207.0000MPa
1024,오후 8:24:51,208 N,208.0000MPa
1023,오후 8:24:50,176 N,176.0000MPa
1022,오후 8:24:50,132 N,132.0000MPa
1021,오후 8:24:50,87 N,87.0000MPa
1020,오후 8:24:50,49 N,49.0000MPa
1019,오후 8:24:50,16 N,16.0000MPa
1018,오후 8:24:49,4 N,4.0000MPa
1017,오후 8:24:49,0 N,0.0000MPa
1016,오후 8:24:49,0 N,0.0000MPa
1015,오후 8:24:49,0 N,0.0000MPa
1014,오후 8:24:49,0 N,0.0000MPa
1013,오후 8:24:49,0 N,0.0000MPa
1012,오후 8:24:48,0 N,0.0000MPa
1011,오후 8:24:48,0 N,0.0000MPa
1010,오후 8:24:48,0 N,0.0000MPa
1009,오후 8:24:48,0 N,0.0000MPa
1008,오후 8:24:48,0 N,0.0000MPa
1007,오후 8:24:47,0 N,0.0000MPa
1006,오후 8:24:47,0 N,0.0000MPa
1005,오후 8:24:47,0 N,0.0000MPa
1004,오후 8:24:47,0 N,0.0000MPa
1003,오후 8:24:47,0 N,0.0000MPa
1002,오후 8:24:47,0 N,0.0000MPa
1001,오후 8:24:46,0 N,0.0000MPa
1000,오후 8:24:46,0 N,0.0000MPa
999,오후 8:24:46,0 N,0.0000MPa
998,오후 8:24:46,0 N,0.0000MPa
997,오후 8:24:46,0 N,0.0000MPa
996,오후 8:24:45,0 N,0.0000MPa
995,오후 8:24:45,0 N,0.0000MPa
994,오후 8:24:45,0 N,0.0000MPa
993,오후 8:24:45,0 N,0.0000MPa
992,오후 8:24:45,0 N,0.0000MPa
991,오후 8:24:44,0 N,0.0000MPa
990,오후 8:24:44,0 N,0.0000MPa
989,오후 8:24:44,0 N,0.0000MPa
988,오후 8:24:44,0 N,0.0000MPa
987,오후 8:24:44,0 N,0.0000MPa
986,오후 8:24:43,0 N,0.0000MPa
985,오후 8:24:43,0 N,0.0000MPa
984,오후 8:24:43,0 N,0.0000MPa
983,오후 8:24:43,0 N,0.0000MPa
982,오후 8:24:43,0 N,0.0000MPa
981,오후 8:24:43,0 N,0.0000MPa
980,오후 8:24:42,0 N,0.0000MPa
