NO.,Time,Value,Pressure
137,오후 8:35:45,0 N,0.0000MPa
136,오후 8:35:45,0 N,0.0000MPa
135,오후 8:35:45,0 N,0.0000MPa
134,오후 8:35:45,0 N,0.0000MPa
133,오후 8:35:44,0 N,0.0000MPa
132,오후 8:35:44,0 N,0.0000MPa
131,오후 8:35:44,0 N,0.0000MPa
130,오후 8:35:44,0 N,0.0000MPa
129,오후 8:35:44,0 N,0.0000MPa
128,오후 8:35:43,0 N,0.0000MPa
127,오후 8:35:43,0 N,0.0000MPa
126,오후 8:35:43,0 N,0.0000MPa
125,오후 8:35:43,0 N,0.0000MPa
124,오후 8:35:43,0 N,0.0000MPa
123,오후 8:35:43,0 N,0.0000MPa
122,오후 8:35:42,0 N,0.0000MPa
121,오후 8:35:42,0 N,0.0000MPa
120,오후 8:35:42,0 N,0.0000MPa
119,오후 8:35:42,0 N,0.0000MPa
118,오후 8:35:42,0 N,0.0000MPa
117,오후 8:35:41,0 N,0.0000MPa
116,오후 8:35:41,0 N,0.0000MPa
115,오후 8:35:41,0 N,0.0000MPa
114,오후 8:35:41,0 N,0.0000MPa
113,오후 8:35:41,0 N,0.0000MPa
112,오후 8:35:40,0 N,0.0000MPa
111,오후 8:35:40,0 N,0.0000MPa
110,오후 8:35:40,0 N,0.0000MPa
109,오후 8:35:40,0 N,0.0000MPa
108,오후 8:35:40,0 N,0.0000MPa
107,오후 8:35:40,0 N,0.0000MPa
106,오후 8:35:39,0 N,0.0000MPa
105,오후 8:35:39,0 N,0.0000MPa
104,오후 8:35:39,0 N,0.0000MPa
103,오후 8:35:39,0 N,0.0000MPa
102,오후 8:35:39,0 N,0.0000MPa
101,오후 8:35:38,0 N,0.0000MPa
100,오후 8:35:38,0 N,0.0000MPa
99,오후 8:35:38,0 N,0.0000MPa
98,오후 8:35:38,0 N,0.0000MPa
97,오후 8:35:38,0 N,0.0000MPa
96,오후 8:35:38,0 N,0.0000MPa
95,오후 8:35:37,0 N,0.0000MPa
94,오후 8:35:37,0 N,0.0000MPa
93,오후 8:35:37,0 N,0.0000MPa
92,오후 8:35:37,21 N,21.0000MPa
91,오후 8:35:37,72 N,72.0000MPa
90,오후 8:35:36,162 N,162.0000MPa
89,오후 8:35:36,288 N,288.0000MPa
88,오후 8:35:36,341 N,341.0000MPa
87,오후 8:35:36,347 N,347.0000MPa
86,오후 8:35:36,354 N,354.0000MPa
85,오후 8:35:35,354 N,354.0000MPa
84,오후 8:35:35,356 N,356.0000MPa
83,오후 8:35:35,357 N,357.0000MPa
82,오후 8:35:35,360 N,360.0000MPa
81,오후 8:35:35,351 N,351.0000MPa
80,오후 8:35:34,339 N,339.0000MPa
79,오후 8:35:34,320 N,320.0000MPa
78,오후 8:35:34,299 N,299.0000MPa
77,오후 8:35:34,274 N,274.0000MPa
76,오후 8:35:34,247 N,247.0000MPa
75,오후 8:35:34,217 N,217.0000MPa
74,오후 8:35:33,175 N,175.0000MPa
73,오후 8:35:33,126 N,126.0000MPa
72,오후 8:35:33,77 N,77.0000MPa
71,오후 8:35:33,42 N,42.0000MPa
70,오후 8:35:33,15 N,15.0000MPa
69,오후 8:35:32,3 N,3.0000MPa
68,오후 8:35:32,0 N,0.0000MPa
67,오후 8:35:32,0 N,0.0000MPa
66,오후 8:35:32,0 N,0.0000MPa
65,오후 8:35:32,0 N,0.0000MPa
64,오후 8:35:32,0 N,0.0000MPa
63,오후 8:35:31,0 N,0.0000MPa
62,오후 8:35:31,0 N,0.0000MPa
61,오후 8:35:31,0 N,0.0000MPa
60,오후 8:35:31,0 N,0.0000MPa
59,오후 8:35:31,0 N,0.0000MPa
58,오후 8:35:30,0 N,0.0000MPa
57,오후 8:35:30,0 N,0.0000MPa
56,오후 8:35:30,0 N,0.0000MPa
55,오후 8:35:30,0 N,0.0000MPa
54,오후 8:35:30,0 N,0.0000MPa
53,오후 8:35:29,0 N,0.0000MPa
52,오후 8:35:29,0 N,0.0000MPa
51,오후 8:35:29,0 N,0.0000MPa
50,오후 8:35:29,0 N,0.0000MPa
49,오후 8:35:29,0 N,0.0000MPa
48,오후 8:35:28,0 N,0.0000MPa
47,오후 8:35:28,0 N,0.0000MPa
46,오후 8:35:28,0 N,0.0000MPa
45,오후 8:35:28,0 N,0.0000MPa
44,오후 8:35:28,0 N,0.0000MPa
43,오후 8:35:27,0 N,0.0000MPa
42,오후 8:35:27,0 N,0.0000MPa
41,오후 8:35:27,0 N,0.0000MPa
40,오후 8:35:27,0 N,0.0000MPa
39,오후 8:35:27,0 N,0.0000MPa
38,오후 8:35:27,0 N,0.0000MPa
37,오후 8:35:26,0 N,0.0000MPa
36,오후 8:35:26,0 N,0.0000MPa
35,오후 8:35:26,0 N,0.0000MPa
34,오후 8:35:26,0 N,0.0000MPa
33,오후 8:35:26,0 N,0.0000MPa
32,오후 8:35:25,0 N,0.0000MPa
31,오후 8:35:25,0 N,0.0000MPa
30,오후 8:35:25,0 N,0.0000MPa
29,오후 8:35:25,0 N,0.0000MPa
28,오후 8:35:25,0 N,0.0000MPa
27,오후 8:35:25,0 N,0.0000MPa
26,오후 8:35:24,0 N,0.0000MPa
25,오후 8:35:24,0 N,0.0000MPa
24,오후 8:35:24,0 N,0.0000MPa
23,오후 8:35:24,0 N,0.0000MPa
22,오후 8:35:24,0 N,0.0000MPa
21,오후 8:35:23,0 N,0.0000MPa
20,오후 8:35:23,0 N,0.0000MPa
19,오후 8:35:23,0 N,0.0000MPa
18,오후 8:35:23,0 N,0.0000MPa
17,오후 8:35:23,0 N,0.0000MPa
16,오후 8:35:22,0 N,0.0000MPa
15,오후 8:35:22,0 N,0.0000MPa
14,오후 8:35:22,0 N,0.0000MPa
13,오후 8:35:22,0 N,0.0000MPa
12,오후 8:35:22,0 N,0.0000MPa
11,오후 8:35:22,0 N,0.0000MPa
10,오후 8:35:21,0 N,0.0000MPa
9,오후 8:35:21,0 N,0.0000MPa
8,오후 8:35:21,0 N,0.0000MPa
7,오후 8:35:21,0 N,0.0000MPa
6,오후 8:35:21,0 N,0.0000MPa
5,오후 8:35:20,0 N,0.0000MPa
4,오후 8:35:20,0 N,0.0000MPa
3,오후 8:35:20,0 N,0.0000MPa
2,오후 8:35:20,0 N,0.0000MPa
1,오후 8:35:20,0 N,0.0000MPa
0,오후 8:35:19,0 N,0.0000MPa
