NO.,Time,Value,Pressure
???果:, Maximum:422N, Minimum:0N, Average:18.82N
324,오후 6:45:33,0 N,0.0000MPa
323,오후 6:45:33,0 N,0.0000MPa
322,오후 6:45:32,0 N,0.0000MPa
321,오후 6:45:32,0 N,0.0000MPa
320,오후 6:45:32,0 N,0.0000MPa
319,오후 6:45:32,0 N,0.0000MPa
318,오후 6:45:32,0 N,0.0000MPa
317,오후 6:45:31,0 N,0.0000MPa
316,오후 6:45:31,2 N,2.0000MPa
315,오후 6:45:31,12 N,12.0000MPa
314,오후 6:45:31,48 N,48.0000MPa
313,오후 6:45:31,103 N,103.0000MPa
312,오후 6:45:30,165 N,165.0000MPa
311,오후 6:45:30,229 N,229.0000MPa
310,오후 6:45:30,291 N,291.0000MPa
309,오후 6:45:30,422 N,422.0000MPa
308,오후 6:45:30,411 N,411.0000MPa
307,오후 6:45:30,386 N,386.0000MPa
306,오후 6:45:29,349 N,349.0000MPa
305,오후 6:45:29,303 N,303.0000MPa
304,오후 6:45:29,250 N,250.0000MPa
303,오후 6:45:29,188 N,188.0000MPa
302,오후 6:45:29,138 N,138.0000MPa
301,오후 6:45:28,85 N,85.0000MPa
300,오후 6:45:28,35 N,35.0000MPa
299,오후 6:45:28,3 N,3.0000MPa
298,오후 6:45:28,0 N,0.0000MPa
297,오후 6:45:28,0 N,0.0000MPa
296,오후 6:45:27,0 N,0.0000MPa
295,오후 6:45:27,0 N,0.0000MPa
294,오후 6:45:27,0 N,0.0000MPa
293,오후 6:45:27,0 N,0.0000MPa
292,오후 6:45:27,0 N,0.0000MPa
291,오후 6:45:27,0 N,0.0000MPa
290,오후 6:45:26,0 N,0.0000MPa
289,오후 6:45:26,0 N,0.0000MPa
288,오후 6:45:26,0 N,0.0000MPa
287,오후 6:45:26,0 N,0.0000MPa
286,오후 6:45:26,0 N,0.0000MPa
285,오후 6:45:25,0 N,0.0000MPa
284,오후 6:45:25,0 N,0.0000MPa
283,오후 6:45:25,0 N,0.0000MPa
282,오후 6:45:25,0 N,0.0000MPa
281,오후 6:45:25,0 N,0.0000MPa
280,오후 6:45:24,0 N,0.0000MPa
279,오후 6:45:24,0 N,0.0000MPa
278,오후 6:45:24,0 N,0.0000MPa
277,오후 6:45:24,0 N,0.0000MPa
276,오후 6:45:24,0 N,0.0000MPa
275,오후 6:45:23,0 N,0.0000MPa
274,오후 6:45:23,0 N,0.0000MPa
273,오후 6:45:23,0 N,0.0000MPa
272,오후 6:45:23,0 N,0.0000MPa
271,오후 6:45:23,0 N,0.0000MPa
270,오후 6:45:23,0 N,0.0000MPa
269,오후 6:45:22,0 N,0.0000MPa
268,오후 6:45:22,0 N,0.0000MPa
267,오후 6:45:22,0 N,0.0000MPa
266,오후 6:45:22,0 N,0.0000MPa
265,오후 6:45:22,0 N,0.0000MPa
264,오후 6:45:21,0 N,0.0000MPa
263,오후 6:45:21,0 N,0.0000MPa
262,오후 6:45:21,0 N,0.0000MPa
261,오후 6:45:21,0 N,0.0000MPa
260,오후 6:45:21,0 N,0.0000MPa
259,오후 6:45:20,0 N,0.0000MPa
258,오후 6:45:20,0 N,0.0000MPa
257,오후 6:45:20,0 N,0.0000MPa
256,오후 6:45:20,0 N,0.0000MPa
255,오후 6:45:20,0 N,0.0000MPa
