NO.,Time,Value,Pressure
207,오후 6:54:01,0 N,0.0000MPa
206,오후 6:54:01,0 N,0.0000MPa
205,오후 6:54:01,0 N,0.0000MPa
204,오후 6:54:01,3 N,3.0000MPa
203,오후 6:54:00,49 N,49.0000MPa
202,오후 6:54:00,144 N,144.0000MPa
201,오후 6:54:00,269 N,269.0000MPa
200,오후 6:54:00,362 N,362.0000MPa
199,오후 6:54:00,365 N,365.0000MPa
198,오후 6:54:00,366 N,366.0000MPa
197,오후 6:53:59,368 N,368.0000MPa
196,오후 6:53:59,369 N,369.0000MPa
195,오후 6:53:59,371 N,371.0000MPa
194,오후 6:53:59,372 N,372.0000MPa
193,오후 6:53:59,344 N,344.0000MPa
192,오후 6:53:58,322 N,322.0000MPa
191,오후 6:53:58,261 N,261.0000MPa
190,오후 6:53:58,196 N,196.0000MPa
189,오후 6:53:58,119 N,119.0000MPa
188,오후 6:53:58,50 N,50.0000MPa
187,오후 6:53:57,39 N,39.0000MPa
186,오후 6:53:57,78 N,78.0000MPa
185,오후 6:53:57,187 N,187.0000MPa
184,오후 6:53:57,319 N,319.0000MPa
183,오후 6:53:57,338 N,338.0000MPa
182,오후 6:53:57,338 N,338.0000MPa
181,오후 6:53:56,338 N,338.0000MPa
180,오후 6:53:56,339 N,339.0000MPa
179,오후 6:53:56,340 N,340.0000MPa
178,오후 6:53:56,341 N,341.0000MPa
177,오후 6:53:56,343 N,343.0000MPa
176,오후 6:53:55,320 N,320.0000MPa
175,오후 6:53:55,267 N,267.0000MPa
174,오후 6:53:55,214 N,214.0000MPa
173,오후 6:53:55,155 N,155.0000MPa
172,오후 6:53:55,93 N,93.0000MPa
171,오후 6:53:54,45 N,45.0000MPa
170,오후 6:53:54,19 N,19.0000MPa
169,오후 6:53:54,0 N,0.0000MPa
168,오후 6:53:54,0 N,0.0000MPa
167,오후 6:53:54,0 N,0.0000MPa
166,오후 6:53:54,0 N,0.0000MPa
165,오후 6:53:53,0 N,0.0000MPa
164,오후 6:53:53,0 N,0.0000MPa
163,오후 6:53:53,0 N,0.0000MPa
162,오후 6:53:53,0 N,0.0000MPa
161,오후 6:53:53,0 N,0.0000MPa
160,오후 6:53:52,0 N,0.0000MPa
159,오후 6:53:52,0 N,0.0000MPa
158,오후 6:53:52,0 N,0.0000MPa
157,오후 6:53:52,0 N,0.0000MPa
156,오후 6:53:52,0 N,0.0000MPa
155,오후 6:53:51,0 N,0.0000MPa
154,오후 6:53:51,0 N,0.0000MPa
153,오후 6:53:51,0 N,0.0000MPa
152,오후 6:53:51,0 N,0.0000MPa
151,오후 6:53:51,0 N,0.0000MPa
150,오후 6:53:51,0 N,0.0000MPa
149,오후 6:53:50,0 N,0.0000MPa
148,오후 6:53:50,0 N,0.0000MPa
147,오후 6:53:50,0 N,0.0000MPa
146,오후 6:53:50,0 N,0.0000MPa
145,오후 6:53:50,0 N,0.0000MPa
144,오후 6:53:49,0 N,0.0000MPa
143,오후 6:53:49,0 N,0.0000MPa
142,오후 6:53:49,0 N,0.0000MPa
141,오후 6:53:49,0 N,0.0000MPa
140,오후 6:53:49,0 N,0.0000MPa
139,오후 6:53:48,0 N,0.0000MPa
138,오후 6:53:48,0 N,0.0000MPa
137,오후 6:53:48,0 N,0.0000MPa
136,오후 6:53:48,0 N,0.0000MPa
135,오후 6:53:48,0 N,0.0000MPa
134,오후 6:53:48,0 N,0.0000MPa
133,오후 6:53:47,0 N,0.0000MPa
132,오후 6:53:47,0 N,0.0000MPa
131,오후 6:53:47,0 N,0.0000MPa
130,오후 6:53:47,0 N,0.0000MPa
129,오후 6:53:47,0 N,0.0000MPa
128,오후 6:53:46,0 N,0.0000MPa
127,오후 6:53:46,0 N,0.0000MPa
126,오후 6:53:46,0 N,0.0000MPa
125,오후 6:53:46,0 N,0.0000MPa
124,오후 6:53:46,0 N,0.0000MPa
123,오후 6:53:45,0 N,0.0000MPa
122,오후 6:53:45,0 N,0.0000MPa
121,오후 6:53:45,0 N,0.0000MPa
120,오후 6:53:45,0 N,0.0000MPa
119,오후 6:53:45,0 N,0.0000MPa
118,오후 6:53:44,0 N,0.0000MPa
117,오후 6:53:44,0 N,0.0000MPa
116,오후 6:53:44,0 N,0.0000MPa
115,오후 6:53:44,0 N,0.0000MPa
114,오후 6:53:44,0 N,0.0000MPa
113,오후 6:53:44,0 N,0.0000MPa
112,오후 6:53:43,0 N,0.0000MPa
111,오후 6:53:43,0 N,0.0000MPa
110,오후 6:53:43,0 N,0.0000MPa
109,오후 6:53:43,0 N,0.0000MPa
108,오후 6:53:43,0 N,0.0000MPa
107,오후 6:53:42,0 N,0.0000MPa
106,오후 6:53:42,0 N,0.0000MPa
105,오후 6:53:42,0 N,0.0000MPa
104,오후 6:53:42,0 N,0.0000MPa
103,오후 6:53:42,0 N,0.0000MPa
102,오후 6:53:42,0 N,0.0000MPa
101,오후 6:53:41,0 N,0.0000MPa
100,오후 6:53:41,0 N,0.0000MPa
99,오후 6:53:41,0 N,0.0000MPa
98,오후 6:53:41,0 N,0.0000MPa
97,오후 6:53:41,0 N,0.0000MPa
96,오후 6:53:40,0 N,0.0000MPa
95,오후 6:53:40,0 N,0.0000MPa
94,오후 6:53:40,0 N,0.0000MPa
93,오후 6:53:40,0 N,0.0000MPa
92,오후 6:53:40,0 N,0.0000MPa
91,오후 6:53:39,0 N,0.0000MPa
90,오후 6:53:39,0 N,0.0000MPa
89,오후 6:53:39,0 N,0.0000MPa
88,오후 6:53:39,0 N,0.0000MPa
87,오후 6:53:39,0 N,0.0000MPa
86,오후 6:53:38,0 N,0.0000MPa
85,오후 6:53:38,0 N,0.0000MPa
84,오후 6:53:38,0 N,0.0000MPa
83,오후 6:53:38,0 N,0.0000MPa
82,오후 6:53:38,0 N,0.0000MPa
81,오후 6:53:38,0 N,0.0000MPa
80,오후 6:53:37,0 N,0.0000MPa
79,오후 6:53:37,0 N,0.0000MPa
78,오후 6:53:37,0 N,0.0000MPa
77,오후 6:53:37,0 N,0.0000MPa
76,오후 6:53:37,0 N,0.0000MPa
75,오후 6:53:36,0 N,0.0000MPa
74,오후 6:53:36,0 N,0.0000MPa
73,오후 6:53:36,0 N,0.0000MPa
72,오후 6:53:36,0 N,0.0000MPa
71,오후 6:53:36,0 N,0.0000MPa
70,오후 6:53:35,0 N,0.0000MPa
69,오후 6:53:35,0 N,0.0000MPa
68,오후 6:53:35,0 N,0.0000MPa
67,오후 6:53:35,0 N,0.0000MPa
66,오후 6:53:35,0 N,0.0000MPa
65,오후 6:53:34,0 N,0.0000MPa
64,오후 6:53:34,0 N,0.0000MPa
63,오후 6:53:34,0 N,0.0000MPa
62,오후 6:53:34,0 N,0.0000MPa
61,오후 6:53:34,0 N,0.0000MPa
60,오후 6:53:34,0 N,0.0000MPa
59,오후 6:53:33,0 N,0.0000MPa
58,오후 6:53:33,0 N,0.0000MPa
57,오후 6:53:33,0 N,0.0000MPa
56,오후 6:53:33,0 N,0.0000MPa
55,오후 6:53:33,0 N,0.0000MPa
54,오후 6:53:32,0 N,0.0000MPa
53,오후 6:53:32,0 N,0.0000MPa
52,오후 6:53:32,0 N,0.0000MPa
51,오후 6:53:32,0 N,0.0000MPa
50,오후 6:53:32,0 N,0.0000MPa
49,오후 6:53:32,0 N,0.0000MPa
48,오후 6:53:31,0 N,0.0000MPa
47,오후 6:53:31,0 N,0.0000MPa
46,오후 6:53:31,0 N,0.0000MPa
45,오후 6:53:31,0 N,0.0000MPa
44,오후 6:53:31,0 N,0.0000MPa
43,오후 6:53:30,0 N,0.0000MPa
42,오후 6:53:30,0 N,0.0000MPa
41,오후 6:53:30,0 N,0.0000MPa
40,오후 6:53:30,0 N,0.0000MPa
39,오후 6:53:30,0 N,0.0000MPa
38,오후 6:53:29,0 N,0.0000MPa
37,오후 6:53:29,0 N,0.0000MPa
36,오후 6:53:29,0 N,0.0000MPa
35,오후 6:53:29,0 N,0.0000MPa
34,오후 6:53:29,0 N,0.0000MPa
33,오후 6:53:29,0 N,0.0000MPa
32,오후 6:53:28,0 N,0.0000MPa
31,오후 6:53:28,0 N,0.0000MPa
30,오후 6:53:28,0 N,0.0000MPa
29,오후 6:53:28,0 N,0.0000MPa
28,오후 6:53:28,0 N,0.0000MPa
27,오후 6:53:27,0 N,0.0000MPa
26,오후 6:53:27,0 N,0.0000MPa
25,오후 6:53:27,0 N,0.0000MPa
24,오후 6:53:27,0 N,0.0000MPa
23,오후 6:53:27,0 N,0.0000MPa
22,오후 6:53:26,0 N,0.0000MPa
