NO.,Time,Value,Pressure
2139,오후 8:30:41,0 N,0.0000MPa
2138,오후 8:30:40,0 N,0.0000MPa
2137,오후 8:30:40,0 N,0.0000MPa
2136,오후 8:30:40,0 N,0.0000MPa
2135,오후 8:30:40,0 N,0.0000MPa
2134,오후 8:30:40,0 N,0.0000MPa
2133,오후 8:30:40,0 N,0.0000MPa
2132,오후 8:30:39,0 N,0.0000MPa
2131,오후 8:30:39,0 N,0.0000MPa
2130,오후 8:30:39,0 N,0.0000MPa
2129,오후 8:30:39,0 N,0.0000MPa
2128,오후 8:30:39,0 N,0.0000MPa
2127,오후 8:30:38,0 N,0.0000MPa
2126,오후 8:30:38,0 N,0.0000MPa
2125,오후 8:30:38,0 N,0.0000MPa
2124,오후 8:30:38,0 N,0.0000MPa
2123,오후 8:30:38,0 N,0.0000MPa
2122,오후 8:30:37,0 N,0.0000MPa
2121,오후 8:30:37,0 N,0.0000MPa
2120,오후 8:30:37,5 N,5.0000MPa
2119,오후 8:30:37,76 N,76.0000MPa
2118,오후 8:30:37,113 N,113.0000MPa
2117,오후 8:30:36,113 N,113.0000MPa
2116,오후 8:30:36,113 N,113.0000MPa
2115,오후 8:30:36,113 N,113.0000MPa
2114,오후 8:30:36,113 N,113.0000MPa
2113,오후 8:30:36,114 N,114.0000MPa
2112,오후 8:30:36,114 N,114.0000MPa
2111,오후 8:30:35,114 N,114.0000MPa
2110,오후 8:30:35,98 N,98.0000MPa
2109,오후 8:30:35,38 N,38.0000MPa
2108,오후 8:30:35,0 N,0.0000MPa
2107,오후 8:30:35,0 N,0.0000MPa
2106,오후 8:30:34,0 N,0.0000MPa
2105,오후 8:30:34,30 N,30.0000MPa
2104,오후 8:30:34,110 N,110.0000MPa
2103,오후 8:30:34,114 N,114.0000MPa
2102,오후 8:30:34,114 N,114.0000MPa
2101,오후 8:30:34,114 N,114.0000MPa
2100,오후 8:30:33,114 N,114.0000MPa
2099,오후 8:30:33,115 N,115.0000MPa
2098,오후 8:30:33,115 N,115.0000MPa
2097,오후 8:30:33,79 N,79.0000MPa
2096,오후 8:30:33,14 N,14.0000MPa
2095,오후 8:30:32,0 N,0.0000MPa
2094,오후 8:30:32,0 N,0.0000MPa
2093,오후 8:30:32,0 N,0.0000MPa
2092,오후 8:30:32,37 N,37.0000MPa
2091,오후 8:30:32,111 N,111.0000MPa
2090,오후 8:30:31,113 N,113.0000MPa
2089,오후 8:30:31,113 N,113.0000MPa
2088,오후 8:30:31,113 N,113.0000MPa
2087,오후 8:30:31,113 N,113.0000MPa
2086,오후 8:30:31,114 N,114.0000MPa
2085,오후 8:30:31,114 N,114.0000MPa
2084,오후 8:30:30,115 N,115.0000MPa
2083,오후 8:30:30,115 N,115.0000MPa
2082,오후 8:30:30,91 N,91.0000MPa
2081,오후 8:30:30,51 N,51.0000MPa
2080,오후 8:30:30,27 N,27.0000MPa
2079,오후 8:30:29,1 N,1.0000MPa
2078,오후 8:30:29,0 N,0.0000MPa
2077,오후 8:30:29,0 N,0.0000MPa
2076,오후 8:30:29,0 N,0.0000MPa
2075,오후 8:30:29,0 N,0.0000MPa
2074,오후 8:30:28,0 N,0.0000MPa
2073,오후 8:30:28,0 N,0.0000MPa
2072,오후 8:30:28,0 N,0.0000MPa
2071,오후 8:30:28,0 N,0.0000MPa
2070,오후 8:30:28,0 N,0.0000MPa
2069,오후 8:30:27,0 N,0.0000MPa
2068,오후 8:30:27,0 N,0.0000MPa
2067,오후 8:30:27,0 N,0.0000MPa
2066,오후 8:30:27,0 N,0.0000MPa
2065,오후 8:30:27,0 N,0.0000MPa
2064,오후 8:30:27,0 N,0.0000MPa
2063,오후 8:30:26,0 N,0.0000MPa
2062,오후 8:30:26,0 N,0.0000MPa
2061,오후 8:30:26,0 N,0.0000MPa
2060,오후 8:30:26,0 N,0.0000MPa
2059,오후 8:30:26,0 N,0.0000MPa
2058,오후 8:30:25,0 N,0.0000MPa
2057,오후 8:30:25,0 N,0.0000MPa
2056,오후 8:30:25,0 N,0.0000MPa
2055,오후 8:30:25,0 N,0.0000MPa
2054,오후 8:30:25,0 N,0.0000MPa
2053,오후 8:30:25,0 N,0.0000MPa
2052,오후 8:30:24,0 N,0.0000MPa
2051,오후 8:30:24,0 N,0.0000MPa
2050,오후 8:30:24,0 N,0.0000MPa
2049,오후 8:30:24,0 N,0.0000MPa
2048,오후 8:30:24,0 N,0.0000MPa
2047,오후 8:30:23,0 N,0.0000MPa
2046,오후 8:30:23,0 N,0.0000MPa
2045,오후 8:30:23,0 N,0.0000MPa
2044,오후 8:30:23,0 N,0.0000MPa
2043,오후 8:30:23,0 N,0.0000MPa
2042,오후 8:30:22,0 N,0.0000MPa
2041,오후 8:30:22,0 N,0.0000MPa
2040,오후 8:30:22,0 N,0.0000MPa
2039,오후 8:30:22,0 N,0.0000MPa
2038,오후 8:30:22,0 N,0.0000MPa
2037,오후 8:30:22,0 N,0.0000MPa
2036,오후 8:30:21,0 N,0.0000MPa
2035,오후 8:30:21,0 N,0.0000MPa
2034,오후 8:30:21,0 N,0.0000MPa
2033,오후 8:30:21,0 N,0.0000MPa
2032,오후 8:30:21,0 N,0.0000MPa
2031,오후 8:30:20,0 N,0.0000MPa
2030,오후 8:30:20,0 N,0.0000MPa
2029,오후 8:30:20,0 N,0.0000MPa
2028,오후 8:30:20,0 N,0.0000MPa
2027,오후 8:30:20,0 N,0.0000MPa
2026,오후 8:30:19,0 N,0.0000MPa
2025,오후 8:30:19,0 N,0.0000MPa
2024,오후 8:30:19,0 N,0.0000MPa
2023,오후 8:30:19,0 N,0.0000MPa
2022,오후 8:30:19,0 N,0.0000MPa
2021,오후 8:30:18,0 N,0.0000MPa
2020,오후 8:30:18,0 N,0.0000MPa
2019,오후 8:30:18,0 N,0.0000MPa
2018,오후 8:30:18,0 N,0.0000MPa
2017,오후 8:30:18,0 N,0.0000MPa
2016,오후 8:30:18,0 N,0.0000MPa
2015,오후 8:30:17,0 N,0.0000MPa
2014,오후 8:30:17,0 N,0.0000MPa
2013,오후 8:30:17,0 N,0.0000MPa
2012,오후 8:30:17,0 N,0.0000MPa
2011,오후 8:30:17,0 N,0.0000MPa
2010,오후 8:30:16,0 N,0.0000MPa
2009,오후 8:30:16,0 N,0.0000MPa
2008,오후 8:30:16,0 N,0.0000MPa
2007,오후 8:30:16,0 N,0.0000MPa
2006,오후 8:30:16,0 N,0.0000MPa
2005,오후 8:30:15,0 N,0.0000MPa
2004,오후 8:30:15,0 N,0.0000MPa
2003,오후 8:30:15,0 N,0.0000MPa
2002,오후 8:30:15,0 N,0.0000MPa
2001,오후 8:30:15,0 N,0.0000MPa
2000,오후 8:30:15,0 N,0.0000MPa
1999,오후 8:30:14,0 N,0.0000MPa
1998,오후 8:30:14,0 N,0.0000MPa
1997,오후 8:30:14,0 N,0.0000MPa
1996,오후 8:30:14,0 N,0.0000MPa
1995,오후 8:30:14,0 N,0.0000MPa
1994,오후 8:30:13,0 N,0.0000MPa
1993,오후 8:30:13,0 N,0.0000MPa
1992,오후 8:30:13,0 N,0.0000MPa
1991,오후 8:30:13,0 N,0.0000MPa
1990,오후 8:30:13,0 N,0.0000MPa
1989,오후 8:30:12,0 N,0.0000MPa
1988,오후 8:30:12,0 N,0.0000MPa
1987,오후 8:30:12,0 N,0.0000MPa
1986,오후 8:30:12,0 N,0.0000MPa
1985,오후 8:30:12,0 N,0.0000MPa
1984,오후 8:30:11,0 N,0.0000MPa
1983,오후 8:30:11,0 N,0.0000MPa
1982,오후 8:30:11,0 N,0.0000MPa
1981,오후 8:30:11,0 N,0.0000MPa
1980,오후 8:30:11,0 N,0.0000MPa
1979,오후 8:30:11,0 N,0.0000MPa
1978,오후 8:30:10,0 N,0.0000MPa
1977,오후 8:30:10,0 N,0.0000MPa
1976,오후 8:30:10,0 N,0.0000MPa
1975,오후 8:30:10,0 N,0.0000MPa
1974,오후 8:30:10,0 N,0.0000MPa
1973,오후 8:30:09,0 N,0.0000MPa
1972,오후 8:30:09,0 N,0.0000MPa
1971,오후 8:30:09,0 N,0.0000MPa
1970,오후 8:30:09,0 N,0.0000MPa
1969,오후 8:30:09,0 N,0.0000MPa
1968,오후 8:30:09,0 N,0.0000MPa
1967,오후 8:30:08,0 N,0.0000MPa
1966,오후 8:30:08,0 N,0.0000MPa
1965,오후 8:30:08,0 N,0.0000MPa
1964,오후 8:30:08,0 N,0.0000MPa
1963,오후 8:30:08,0 N,0.0000MPa
1962,오후 8:30:07,0 N,0.0000MPa
1961,오후 8:30:07,0 N,0.0000MPa
1960,오후 8:30:07,0 N,0.0000MPa
1959,오후 8:30:07,0 N,0.0000MPa
1958,오후 8:30:07,0 N,0.0000MPa
1957,오후 8:30:06,0 N,0.0000MPa
1956,오후 8:30:06,0 N,0.0000MPa
1955,오후 8:30:06,0 N,0.0000MPa
1954,오후 8:30:06,0 N,0.0000MPa
1953,오후 8:30:06,0 N,0.0000MPa
1952,오후 8:30:06,0 N,0.0000MPa
1951,오후 8:30:05,0 N,0.0000MPa
1950,오후 8:30:05,0 N,0.0000MPa
1949,오후 8:30:05,0 N,0.0000MPa
1948,오후 8:30:05,0 N,0.0000MPa
1947,오후 8:30:05,20 N,20.0000MPa
1946,오후 8:30:04,93 N,93.0000MPa
1945,오후 8:30:04,209 N,209.0000MPa
1944,오후 8:30:04,267 N,267.0000MPa
1943,오후 8:30:04,268 N,268.0000MPa
1942,오후 8:30:04,268 N,268.0000MPa
1941,오후 8:30:03,269 N,269.0000MPa
1940,오후 8:30:03,269 N,269.0000MPa
1939,오후 8:30:03,271 N,271.0000MPa
1938,오후 8:30:03,270 N,270.0000MPa
1937,오후 8:30:03,257 N,257.0000MPa
1936,오후 8:30:02,223 N,223.0000MPa
1935,오후 8:30:02,171 N,171.0000MPa
1934,오후 8:30:02,115 N,115.0000MPa
1933,오후 8:30:02,62 N,62.0000MPa
1932,오후 8:30:02,29 N,29.0000MPa
1931,오후 8:30:02,12 N,12.0000MPa
1930,오후 8:30:01,0 N,0.0000MPa
1929,오후 8:30:01,0 N,0.0000MPa
1928,오후 8:30:01,0 N,0.0000MPa
1927,오후 8:30:01,0 N,0.0000MPa
1926,오후 8:30:01,0 N,0.0000MPa
1925,오후 8:30:00,0 N,0.0000MPa
1924,오후 8:30:00,0 N,0.0000MPa
1923,오후 8:30:00,0 N,0.0000MPa
1922,오후 8:30:00,0 N,0.0000MPa
1921,오후 8:30:00,0 N,0.0000MPa
1920,오후 8:30:00,0 N,0.0000MPa
1919,오후 8:29:59,0 N,0.0000MPa
1918,오후 8:29:59,0 N,0.0000MPa
1917,오후 8:29:59,0 N,0.0000MPa
1916,오후 8:29:59,0 N,0.0000MPa
1915,오후 8:29:59,0 N,0.0000MPa
1914,오후 8:29:58,0 N,0.0000MPa
1913,오후 8:29:58,0 N,0.0000MPa
1912,오후 8:29:58,0 N,0.0000MPa
1911,오후 8:29:58,0 N,0.0000MPa
1910,오후 8:29:58,0 N,0.0000MPa
1909,오후 8:29:57,0 N,0.0000MPa
1908,오후 8:29:57,0 N,0.0000MPa
1907,오후 8:29:57,0 N,0.0000MPa
1906,오후 8:29:57,0 N,0.0000MPa
1905,오후 8:29:57,0 N,0.0000MPa
1904,오후 8:29:56,0 N,0.0000MPa
1903,오후 8:29:56,0 N,0.0000MPa
1902,오후 8:29:56,0 N,0.0000MPa
1901,오후 8:29:56,0 N,0.0000MPa
1900,오후 8:29:56,0 N,0.0000MPa
1899,오후 8:29:56,0 N,0.0000MPa
1898,오후 8:29:55,0 N,0.0000MPa
1897,오후 8:29:55,0 N,0.0000MPa
1896,오후 8:29:55,0 N,0.0000MPa
1895,오후 8:29:55,0 N,0.0000MPa
1894,오후 8:29:55,0 N,0.0000MPa
1893,오후 8:29:54,0 N,0.0000MPa
1892,오후 8:29:54,0 N,0.0000MPa
1891,오후 8:29:54,0 N,0.0000MPa
1890,오후 8:29:54,0 N,0.0000MPa
1889,오후 8:29:54,0 N,0.0000MPa
1888,오후 8:29:53,0 N,0.0000MPa
1887,오후 8:29:53,0 N,0.0000MPa
1886,오후 8:29:53,0 N,0.0000MPa
1885,오후 8:29:53,0 N,0.0000MPa
1884,오후 8:29:53,0 N,0.0000MPa
1883,오후 8:29:53,0 N,0.0000MPa
1882,오후 8:29:52,0 N,0.0000MPa
1881,오후 8:29:52,0 N,0.0000MPa
1880,오후 8:29:52,0 N,0.0000MPa
1879,오후 8:29:52,0 N,0.0000MPa
1878,오후 8:29:52,0 N,0.0000MPa
1877,오후 8:29:51,0 N,0.0000MPa
1876,오후 8:29:51,0 N,0.0000MPa
1875,오후 8:29:51,0 N,0.0000MPa
1874,오후 8:29:51,0 N,0.0000MPa
1873,오후 8:29:51,0 N,0.0000MPa
1872,오후 8:29:50,0 N,0.0000MPa
1871,오후 8:29:50,0 N,0.0000MPa
1870,오후 8:29:50,0 N,0.0000MPa
1869,오후 8:29:50,0 N,0.0000MPa
1868,오후 8:29:50,0 N,0.0000MPa
1867,오후 8:29:50,0 N,0.0000MPa
1866,오후 8:29:49,0 N,0.0000MPa
1865,오후 8:29:49,0 N,0.0000MPa
1864,오후 8:29:49,0 N,0.0000MPa
1863,오후 8:29:49,0 N,0.0000MPa
1862,오후 8:29:49,0 N,0.0000MPa
1861,오후 8:29:48,0 N,0.0000MPa
1860,오후 8:29:48,0 N,0.0000MPa
1859,오후 8:29:48,0 N,0.0000MPa
1858,오후 8:29:48,0 N,0.0000MPa
1857,오후 8:29:48,0 N,0.0000MPa
1856,오후 8:29:47,0 N,0.0000MPa
1855,오후 8:29:47,0 N,0.0000MPa
1854,오후 8:29:47,0 N,0.0000MPa
1853,오후 8:29:47,0 N,0.0000MPa
1852,오후 8:29:47,0 N,0.0000MPa
1851,오후 8:29:47,0 N,0.0000MPa
1850,오후 8:29:46,0 N,0.0000MPa
1849,오후 8:29:46,0 N,0.0000MPa
1848,오후 8:29:46,0 N,0.0000MPa
1847,오후 8:29:46,0 N,0.0000MPa
1846,오후 8:29:46,0 N,0.0000MPa
1845,오후 8:29:45,0 N,0.0000MPa
1844,오후 8:29:45,0 N,0.0000MPa
1843,오후 8:29:45,0 N,0.0000MPa
1842,오후 8:29:45,0 N,0.0000MPa
1841,오후 8:29:45,0 N,0.0000MPa
1840,오후 8:29:44,0 N,0.0000MPa
1839,오후 8:29:44,0 N,0.0000MPa
1838,오후 8:29:44,0 N,0.0000MPa
1837,오후 8:29:44,0 N,0.0000MPa
1836,오후 8:29:44,0 N,0.0000MPa
1835,오후 8:29:43,0 N,0.0000MPa
1834,오후 8:29:43,0 N,0.0000MPa
1833,오후 8:29:43,0 N,0.0000MPa
1832,오후 8:29:43,0 N,0.0000MPa
1831,오후 8:29:43,0 N,0.0000MPa
1830,오후 8:29:43,0 N,0.0000MPa
1829,오후 8:29:42,0 N,0.0000MPa
1828,오후 8:29:42,0 N,0.0000MPa
1827,오후 8:29:42,0 N,0.0000MPa
1826,오후 8:29:42,0 N,0.0000MPa
1825,오후 8:29:42,0 N,0.0000MPa
1824,오후 8:29:41,0 N,0.0000MPa
1823,오후 8:29:41,0 N,0.0000MPa
1822,오후 8:29:41,0 N,0.0000MPa
1821,오후 8:29:41,0 N,0.0000MPa
1820,오후 8:29:41,0 N,0.0000MPa
1819,오후 8:29:40,0 N,0.0000MPa
1818,오후 8:29:40,0 N,0.0000MPa
1817,오후 8:29:40,0 N,0.0000MPa
1816,오후 8:29:40,0 N,0.0000MPa
1815,오후 8:29:40,0 N,0.0000MPa
1814,오후 8:29:40,0 N,0.0000MPa
1813,오후 8:29:39,0 N,0.0000MPa
1812,오후 8:29:39,0 N,0.0000MPa
1811,오후 8:29:39,0 N,0.0000MPa
1810,오후 8:29:39,0 N,0.0000MPa
1809,오후 8:29:39,0 N,0.0000MPa
1808,오후 8:29:38,0 N,0.0000MPa
1807,오후 8:29:38,0 N,0.0000MPa
1806,오후 8:29:38,0 N,0.0000MPa
1805,오후 8:29:38,0 N,0.0000MPa
1804,오후 8:29:38,0 N,0.0000MPa
1803,오후 8:29:37,0 N,0.0000MPa
1802,오후 8:29:37,5 N,5.0000MPa
1801,오후 8:29:37,75 N,75.0000MPa
1800,오후 8:29:37,112 N,112.0000MPa
1799,오후 8:29:37,112 N,112.0000MPa
1798,오후 8:29:37,112 N,112.0000MPa
1797,오후 8:29:36,112 N,112.0000MPa
1796,오후 8:29:36,113 N,113.0000MPa
1795,오후 8:29:36,113 N,113.0000MPa
1794,오후 8:29:36,113 N,113.0000MPa
1793,오후 8:29:36,113 N,113.0000MPa
1792,오후 8:29:35,107 N,107.0000MPa
1791,오후 8:29:35,53 N,53.0000MPa
1790,오후 8:29:35,1 N,1.0000MPa
1789,오후 8:29:35,0 N,0.0000MPa
1788,오후 8:29:35,0 N,0.0000MPa
1787,오후 8:29:34,16 N,16.0000MPa
1786,오후 8:29:34,96 N,96.0000MPa
1785,오후 8:29:34,113 N,113.0000MPa
1784,오후 8:29:34,113 N,113.0000MPa
1783,오후 8:29:34,113 N,113.0000MPa
1782,오후 8:29:34,113 N,113.0000MPa
1781,오후 8:29:33,113 N,113.0000MPa
1780,오후 8:29:33,114 N,114.0000MPa
1779,오후 8:29:33,114 N,114.0000MPa
1778,오후 8:29:33,114 N,114.0000MPa
1777,오후 8:29:33,77 N,77.0000MPa
1776,오후 8:29:32,12 N,12.0000MPa
1775,오후 8:29:32,0 N,0.0000MPa
1774,오후 8:29:32,0 N,0.0000MPa
1773,오후 8:29:32,0 N,0.0000MPa
1772,오후 8:29:32,46 N,46.0000MPa
1771,오후 8:29:31,112 N,112.0000MPa
1770,오후 8:29:31,112 N,112.0000MPa
1769,오후 8:29:31,112 N,112.0000MPa
1768,오후 8:29:31,112 N,112.0000MPa
1767,오후 8:29:31,113 N,113.0000MPa
1766,오후 8:29:31,113 N,113.0000MPa
1765,오후 8:29:30,113 N,113.0000MPa
1764,오후 8:29:30,114 N,114.0000MPa
1763,오후 8:29:30,109 N,109.0000MPa
1762,오후 8:29:30,59 N,59.0000MPa
1761,오후 8:29:30,2 N,2.0000MPa
1760,오후 8:29:29,0 N,0.0000MPa
1759,오후 8:29:29,0 N,0.0000MPa
1758,오후 8:29:29,5 N,5.0000MPa
1757,오후 8:29:29,75 N,75.0000MPa
1756,오후 8:29:29,109 N,109.0000MPa
1755,오후 8:29:28,109 N,109.0000MPa
1754,오후 8:29:28,109 N,109.0000MPa
1753,오후 8:29:28,110 N,110.0000MPa
1752,오후 8:29:28,110 N,110.0000MPa
1751,오후 8:29:28,111 N,111.0000MPa
1750,오후 8:29:28,107 N,107.0000MPa
1749,오후 8:29:27,78 N,78.0000MPa
1748,오후 8:29:27,44 N,44.0000MPa
1747,오후 8:29:27,16 N,16.0000MPa
1746,오후 8:29:27,0 N,0.0000MPa
1745,오후 8:29:27,0 N,0.0000MPa
1744,오후 8:29:26,0 N,0.0000MPa
1743,오후 8:29:26,0 N,0.0000MPa
1742,오후 8:29:26,0 N,0.0000MPa
1741,오후 8:29:26,0 N,0.0000MPa
1740,오후 8:29:26,0 N,0.0000MPa
1739,오후 8:29:25,0 N,0.0000MPa
1738,오후 8:29:25,0 N,0.0000MPa
1737,오후 8:29:25,0 N,0.0000MPa
1736,오후 8:29:25,0 N,0.0000MPa
1735,오후 8:29:25,0 N,0.0000MPa
1734,오후 8:29:24,0 N,0.0000MPa
1733,오후 8:29:24,0 N,0.0000MPa
1732,오후 8:29:24,0 N,0.0000MPa
1731,오후 8:29:24,0 N,0.0000MPa
1730,오후 8:29:24,0 N,0.0000MPa
1729,오후 8:29:24,0 N,0.0000MPa
1728,오후 8:29:23,0 N,0.0000MPa
1727,오후 8:29:23,0 N,0.0000MPa
1726,오후 8:29:23,0 N,0.0000MPa
